position	pc_adapters	sample	adapter	read_pair	stage
3	0.006796034740263548	SRR18218717	polyg	2	dedup
4	0.008581659554372009	SRR18218717	polyg	2	dedup
5	0.010847004467793192	SRR18218717	polyg	2	dedup
6	0.014684765262294959	SRR18218717	polyg	2	dedup
7	0.01745648139165735	SRR18218717	polyg	2	dedup
8	0.0266511166284845	SRR18218717	polyg	2	dedup
9	0.02878320595876326	SRR18218717	polyg	2	dedup
12	0.038452231071577435	SRR18218717	polyg	2	dedup
17	0.05299308030407858	SRR18218717	polyg	2	dedup
22	0.07003380427633157	SRR18218717	polyg	2	dedup
27	0.11806977688751204	SRR18218717	polyg	2	dedup
32	0.15811574473347284	SRR18218717	polyg	2	dedup
37	0.2015037626046456	SRR18218717	polyg	2	dedup
42	0.23153957104494763	SRR18218717	polyg	2	dedup
47	0.2424078964060436	SRR18218717	polyg	2	dedup
52	0.2485856252405263	SRR18218717	polyg	2	dedup
57	0.25014205045162985	SRR18218717	polyg	2	dedup
62	0.2503072873747264	SRR18218717	polyg	2	dedup
67	0.25048318474447445	SRR18218717	polyg	2	dedup
72	0.2506697425608738	SRR18218717	polyg	2	dedup
77	0.250701723900828	SRR18218717	polyg	2	dedup
82	0.25081898881399334	SRR18218717	polyg	2	dedup
87	0.2509895559604156	SRR18218717	polyg	2	dedup
92	0.25178908945927014	SRR18218717	polyg	2	dedup
97	0.2519969681689723	SRR18218717	polyg	2	dedup
102	0.25226347933525717	SRR18218717	polyg	2	dedup
107	0.25231678156851417	SRR18218717	polyg	2	dedup
112	0.25245536737498225	SRR18218717	polyg	2	dedup
117	0.2527431994345699	SRR18218717	polyg	2	dedup
122	0.25283381323110676	SRR18218717	polyg	2	dedup
127	0.25286579457106095	SRR18218717	polyg	2	dedup
132	0.25286579457106095	SRR18218717	polyg	2	dedup
137	0.25286579457106095	SRR18218717	polyg	2	dedup
140	0.25286579457106095	SRR18218717	polyg	2	dedup
1	0.0012914193093542246	SRR18218719	polyg	1	dedup
2	0.002134795184850861	SRR18218719	polyg	1	dedup
3	0.0024247056420528294	SRR18218719	polyg	1	dedup
4	0.002820038083691878	SRR18218719	polyg	1	dedup
5	0.003663413959188514	SRR18218719	polyg	1	dedup
6	0.004006035408609023	SRR18218719	polyg	1	dedup
7	0.00453314533079442	SRR18218719	polyg	1	dedup
8	0.005982697616804264	SRR18218719	polyg	1	dedup
9	0.0063253190662247724	SRR18218719	polyg	1	dedup
12	0.010268101284171547	SRR18218719	polyg	1	dedup
17	0.023292987461372726	SRR18218719	polyg	1	dedup
22	0.04570043025347398	SRR18218719	polyg	1	dedup
27	0.09446864025406698	SRR18218719	polyg	1	dedup
32	0.13535128581876643	SRR18218719	polyg	1	dedup
37	0.17796812302745585	SRR18218719	polyg	1	dedup
42	0.21882968419526785	SRR18218719	polyg	1	dedup
47	0.25767768546033165	SRR18218719	polyg	1	dedup
52	0.28848198931284635	SRR18218719	polyg	1	dedup
57	0.29085925506190247	SRR18218719	polyg	1	dedup
62	0.2916657332428461	SRR18218719	polyg	1	dedup
67	0.29207687898215073	SRR18218719	polyg	1	dedup
72	0.29297296584986593	SRR18218719	polyg	1	dedup
77	0.29351061797049505	SRR18218719	polyg	1	dedup
82	0.29449631352498173	SRR18218719	polyg	1	dedup
87	0.2962937583596339	SRR18218719	polyg	1	dedup
92	0.2972320140211239	SRR18218719	polyg	1	dedup
97	0.2981860829802795	SRR18218719	polyg	1	dedup
102	0.29885551258145493	SRR18218719	polyg	1	dedup
107	0.29941424909897146	SRR18218719	polyg	1	dedup
112	0.2998148526398324	SRR18218719	polyg	1	dedup
117	0.30005732320403766	SRR18218719	polyg	1	dedup
122	0.30011530529547803	SRR18218719	polyg	1	dedup
127	0.30042630014956745	SRR18218719	polyg	1	dedup
132	0.300479011141786	SRR18218719	polyg	1	dedup
137	0.30050536663789523	SRR18218719	polyg	1	dedup
140	0.30050536663789523	SRR18218719	polyg	1	dedup
1	0.002793682587582608	SRR18218719	polyg	2	dedup
2	0.005218388229635437	SRR18218719	polyg	2	dedup
3	0.005929986624585724	SRR18218719	polyg	2	dedup
4	0.009382556614900079	SRR18218719	polyg	2	dedup
5	0.011201085846439703	SRR18218719	polyg	2	dedup
6	0.012676993628558815	SRR18218719	polyg	2	dedup
7	0.015391609727813614	SRR18218719	polyg	2	dedup
8	0.020609997957449052	SRR18218719	polyg	2	dedup
9	0.022402171692879405	SRR18218719	polyg	2	dedup
12	0.029860777091802782	SRR18218719	polyg	2	dedup
17	0.04728703111925203	SRR18218719	polyg	2	dedup
22	0.06784431808448255	SRR18218719	polyg	2	dedup
27	0.11017124483596999	SRR18218719	polyg	2	dedup
32	0.14642059418465977	SRR18218719	polyg	2	dedup
37	0.18196361623762114	SRR18218719	polyg	2	dedup
42	0.20764968274571557	SRR18218719	polyg	2	dedup
47	0.21992080173419165	SRR18218719	polyg	2	dedup
52	0.22743738922455542	SRR18218719	polyg	2	dedup
57	0.22858121775569776	SRR18218719	polyg	2	dedup
62	0.2288026039230156	SRR18218719	polyg	2	dedup
67	0.22915576757087983	SRR18218719	polyg	2	dedup
72	0.2294667624249692	SRR18218719	polyg	2	dedup
77	0.22964070869929037	SRR18218719	polyg	2	dedup
82	0.2301572764230321	SRR18218719	polyg	2	dedup
87	0.23051571117011815	SRR18218719	polyg	2	dedup
92	0.2306580308491082	SRR18218719	polyg	2	dedup
97	0.230773995031989	SRR18218719	polyg	2	dedup
102	0.23107444768763466	SRR18218719	polyg	2	dedup
107	0.23113242977907505	SRR18218719	polyg	2	dedup
112	0.23114297197751874	SRR18218719	polyg	2	dedup
117	0.23116405637440618	SRR18218719	polyg	2	dedup
122	0.23141179803783335	SRR18218719	polyg	2	dedup
127	0.2314803223277174	SRR18218719	polyg	2	dedup
132	0.23152249112149223	SRR18218719	polyg	2	dedup
137	0.23153303331993597	SRR18218719	polyg	2	dedup
140	0.23153303331993597	SRR18218719	polyg	2	dedup
1	5.092025633257037e-4	SRR18218730	polyg	1	dedup
2	0.0010184051266514075	SRR18218730	polyg	1	dedup
3	0.001103272220539025	SRR18218730	polyg	1	dedup
4	0.001244717377018387	SRR18218730	polyg	1	dedup
5	0.001640763815160601	SRR18218730	polyg	1	dedup
6	0.00209338831589456	SRR18218730	polyg	1	dedup
7	0.002347989597557412	SRR18218730	polyg	1	dedup
8	0.0029986373173624776	SRR18218730	polyg	1	dedup
9	0.0033663947242088196	SRR18218730	polyg	1	dedup
12	0.005403204977511634	SRR18218730	polyg	1	dedup
17	0.010500888417027846	SRR18218730	polyg	1	dedup
22	0.019938109257330888	SRR18218730	polyg	1	dedup
27	0.034671036756221255	SRR18218730	polyg	1	dedup
32	0.04624690836249225	SRR18218730	polyg	1	dedup
37	0.06489503779273136	SRR18218730	polyg	1	dedup
42	0.08201555953299336	SRR18218730	polyg	1	dedup
47	0.10050527038797559	SRR18218730	polyg	1	dedup
52	0.11200193270661814	SRR18218730	polyg	1	dedup
57	0.11255073991375805	SRR18218730	polyg	1	dedup
62	0.11273744752031081	SRR18218730	polyg	1	dedup
67	0.11294678635190028	SRR18218730	polyg	1	dedup
72	0.1131391517647122	SRR18218730	polyg	1	dedup
77	0.11339375304637507	SRR18218730	polyg	1	dedup
82	0.1134955935590402	SRR18218730	polyg	1	dedup
87	0.11358046065292782	SRR18218730	polyg	1	dedup
92	0.11371059019688882	SRR18218730	polyg	1	dedup
97	0.1137841416782581	SRR18218730	polyg	1	dedup
102	0.11384071974084983	SRR18218730	polyg	1	dedup
107	0.11395387586603334	SRR18218730	polyg	1	dedup
112	0.11411229444129023	SRR18218730	polyg	1	dedup
117	0.11426505521028792	SRR18218730	polyg	1	dedup
122	0.11439518475424892	SRR18218730	polyg	1	dedup
127	0.11442913159180398	SRR18218730	polyg	1	dedup
132	0.11442913159180398	SRR18218730	polyg	1	dedup
137	0.11442913159180398	SRR18218730	polyg	1	dedup
140	0.11442913159180398	SRR18218730	polyg	1	dedup
1	0.005979900358913619	SRR18218731	polya	1	dedup
2	0.007694138461802191	SRR18218731	polya	1	dedup
3	0.008292128497693552	SRR18218731	polya	1	dedup
4	0.009647572579047307	SRR18218731	polya	1	dedup
5	0.010723954643651758	SRR18218731	polya	1	dedup
6	0.012318594739362056	SRR18218731	polya	1	dedup
7	0.0125577907537186	SRR18218731	polya	1	dedup
8	0.012757120765682388	SRR18218731	polya	1	dedup
9	0.014830152890105777	SRR18218731	polya	1	dedup
12	0.017644692659034455	SRR18218731	polya	1	dedup
17	0.02542653632610071	SRR18218731	polya	1	dedup
22	0.03356717401470179	SRR18218731	polya	1	dedup
27	0.0408307596506622	SRR18218731	polya	1	dedup
32	0.045383457123915096	SRR18218731	polya	1	dedup
37	0.04992818139668945	SRR18218731	polya	1	dedup
42	0.05406627244505767	SRR18218731	polya	1	dedup
47	0.05836382750299692	SRR18218731	polya	1	dedup
52	0.06249394535088661	SRR18218731	polya	1	dedup
57	0.06770044526338073	SRR18218731	polya	1	dedup
62	0.07142392988686427	SRR18218731	polya	1	dedup
67	0.07568161894241077	SRR18218731	polya	1	dedup
72	0.08043364642762746	SRR18218731	polya	1	dedup
77	0.08308074898650655	SRR18218731	polya	1	dedup
82	0.08872577492532101	SRR18218731	polya	1	dedup
87	0.09334225800240233	SRR18218731	polya	1	dedup
92	0.09662721659956555	SRR18218731	polya	1	dedup
97	0.09947364917040842	SRR18218731	polya	1	dedup
102	0.10435324786328193	SRR18218731	polya	1	dedup
107	0.108156464491551	SRR18218731	polya	1	dedup
112	0.11044477302889529	SRR18218731	polya	1	dedup
117	0.11253375155427577	SRR18218731	polya	1	dedup
122	0.11347458921074485	SRR18218731	polya	1	dedup
127	0.1148459796930557	SRR18218731	polya	1	dedup
132	0.11529247891985459	SRR18218731	polya	1	dedup
137	0.1156512729413894	SRR18218731	polya	1	dedup
140	0.1156512729413894	SRR18218731	polya	1	dedup
1	0.001475042088532026	SRR18218731	polyg	1	dedup
2	0.0019534341172451155	SRR18218731	polyg	1	dedup
3	0.00235209414117269	SRR18218731	polyg	1	dedup
4	0.0029899501794568096	SRR18218731	polyg	1	dedup
5	0.004106198246454019	SRR18218731	polyg	1	dedup
6	0.004903518294309168	SRR18218731	polyg	1	dedup
7	0.005860302351735347	SRR18218731	polyg	1	dedup
8	0.006856952411554284	SRR18218731	polyg	1	dedup
9	0.00753467445223116	SRR18218731	polyg	1	dedup
12	0.011728577903949247	SRR18218731	polyg	1	dedup
17	0.0221734705308517	SRR18218731	polyg	1	dedup
22	0.045909688355499495	SRR18218731	polyg	1	dedup
27	0.09097421746027252	SRR18218731	polyg	1	dedup
32	0.12542641672809354	SRR18218731	polyg	1	dedup
37	0.1759446149601958	SRR18218731	polyg	1	dedup
42	0.22358448781954093	SRR18218731	polyg	1	dedup
47	0.2834871430148983	SRR18218731	polyg	1	dedup
52	0.32653445239859785	SRR18218731	polyg	1	dedup
57	0.32795368208378	SRR18218731	polyg	1	dedup
62	0.3291815549574769	SRR18218731	polyg	1	dedup
67	0.3303296958263884	SRR18218731	polyg	1	dedup
72	0.3310313374685009	SRR18218731	polyg	1	dedup
77	0.3326578703661254	SRR18218731	polyg	1	dedup
82	0.33352694921828746	SRR18218731	polyg	1	dedup
87	0.334922259302034	SRR18218731	polyg	1	dedup
92	0.33549632973648974	SRR18218731	polyg	1	dedup
97	0.3359268825623315	SRR18218731	polyg	1	dedup
102	0.3363255425862591	SRR18218731	polyg	1	dedup
107	0.3368756934192791	SRR18218731	polyg	1	dedup
112	0.3375055762570846	SRR18218731	polyg	1	dedup
117	0.3379361290829265	SRR18218731	polyg	1	dedup
122	0.33816735189680447	SRR18218731	polyg	1	dedup
127	0.33833478910685405	SRR18218731	polyg	1	dedup
132	0.3384224943121181	SRR18218731	polyg	1	dedup
137	0.3384224943121181	SRR18218731	polyg	1	dedup
140	0.3384224943121181	SRR18218731	polyg	1	dedup
1	0.003906868234490231	SRR18218731	polyg	2	dedup
2	0.0057008383421643175	SRR18218731	polyg	2	dedup
3	0.007255612435481859	SRR18218731	polyg	2	dedup
4	0.009767170586225579	SRR18218731	polyg	2	dedup
5	0.01351457481114478	SRR18218731	polyg	2	dedup
6	0.015747070945139198	SRR18218731	polyg	2	dedup
7	0.018139031088704644	SRR18218731	polyg	2	dedup
8	0.02451759147154584	SRR18218731	polyg	2	dedup
9	0.025833169550506838	SRR18218731	polyg	2	dedup
12	0.0320841587256912	SRR18218731	polyg	2	dedup
17	0.04689039201436133	SRR18218731	polyg	2	dedup
22	0.06710245522748935	SRR18218731	polyg	2	dedup
27	0.10522232671544404	SRR18218731	polyg	2	dedup
32	0.13438032086550686	SRR18218731	polyg	2	dedup
37	0.1677082988658521	SRR18218731	polyg	2	dedup
42	0.19263252356180408	SRR18218731	polyg	2	dedup
47	0.21062006384141624	SRR18218731	polyg	2	dedup
52	0.22088954605779057	SRR18218731	polyg	2	dedup
57	0.22156726809846744	SRR18218731	polyg	2	dedup
62	0.22203768692670195	SRR18218731	polyg	2	dedup
67	0.22242837375015098	SRR18218731	polyg	2	dedup
72	0.2233931310080557	SRR18218731	polyg	2	dedup
77	0.22448545947361728	SRR18218731	polyg	2	dedup
82	0.22521899391764402	SRR18218731	polyg	2	dedup
87	0.22549008273391474	SRR18218731	polyg	2	dedup
92	0.225521975535829	SRR18218731	polyg	2	dedup
97	0.22556981473870027	SRR18218731	polyg	2	dedup
102	0.2256654931444429	SRR18218731	polyg	2	dedup
107	0.22588874275784235	SRR18218731	polyg	2	dedup
112	0.22597644796310642	SRR18218731	polyg	2	dedup
117	0.22615185837363452	SRR18218731	polyg	2	dedup
122	0.22619969757650585	SRR18218731	polyg	2	dedup
127	0.22619969757650585	SRR18218731	polyg	2	dedup
132	0.2263990275884696	SRR18218731	polyg	2	dedup
137	0.2263990275884696	SRR18218731	polyg	2	dedup
140	0.22639902758846964	SRR18218731	polyg	2	dedup
1	0.007455789708773465	SRR18218717	polya	1	ribo_initial
2	0.00864193807153288	SRR18218717	polya	1	ribo_initial
3	0.008980837603749856	SRR18218717	polya	1	ribo_initial
4	0.010912564937386618	SRR18218717	polya	1	ribo_initial
5	0.014301560259556374	SRR18218717	polya	1	ribo_initial
6	0.014674349744995046	SRR18218717	polya	1	ribo_initial
7	0.014674349744995046	SRR18218717	polya	1	ribo_initial
8	0.015013249277212024	SRR18218717	polya	1	ribo_initial
9	0.016334957452858227	SRR18218717	polya	1	ribo_initial
12	0.02024585805464213	SRR18218717	polya	1	ribo_initial
17	0.03159221439326647	SRR18218717	polya	1	ribo_initial
22	0.03851932083178145	SRR18218717	polya	1	ribo_initial
27	0.042775898956426674	SRR18218717	polya	1	ribo_initial
32	0.04638856796985963	SRR18218717	polya	1	ribo_initial
37	0.04952677763818883	SRR18218717	polya	1	ribo_initial
42	0.054745830434330255	SRR18218717	polya	1	ribo_initial
47	0.060100443043358466	SRR18218717	polya	1	ribo_initial
52	0.06575328724073762	SRR18218717	polya	1	ribo_initial
57	0.06997597541216113	SRR18218717	polya	1	ribo_initial
62	0.07378520615427994	SRR18218717	polya	1	ribo_initial
67	0.07578471339436009	SRR18218717	polya	1	ribo_initial
72	0.08006162549093834	SRR18218717	polya	1	ribo_initial
77	0.08481977492326467	SRR18218717	polya	1	ribo_initial
82	0.0913605358950523	SRR18218717	polya	1	ribo_initial
87	0.09573911785129563	SRR18218717	polya	1	ribo_initial
92	0.09830119831485598	SRR18218717	polya	1	ribo_initial
97	0.10133773812352007	SRR18218717	polya	1	ribo_initial
102	0.10504529900597379	SRR18218717	polya	1	ribo_initial
107	0.10717358806829638	SRR18218717	polya	1	ribo_initial
112	0.10951877283123786	SRR18218717	polya	1	ribo_initial
117	0.11151150208067366	SRR18218717	polya	1	ribo_initial
122	0.11258920259312366	SRR18218717	polya	1	ribo_initial
127	0.11285354422825292	SRR18218717	polya	1	ribo_initial
132	0.1128874341814746	SRR18218717	polya	1	ribo_initial
137	0.1128874341814746	SRR18218717	polya	1	ribo_initial
140	0.1128874341814746	SRR18218717	polya	1	ribo_initial
1	0.0031178756963961764	SRR18218717	polyg	1	ribo_initial
2	0.0046429235913725666	SRR18218717	polyg	1	ribo_initial
3	0.004981823123589543	SRR18218717	polyg	1	ribo_initial
4	0.005252942749363123	SRR18218717	polyg	1	ribo_initial
5	0.00738800980233007	SRR18218717	polyg	1	ribo_initial
6	0.008743607931197973	SRR18218717	polyg	1	ribo_initial
7	0.010641445311613037	SRR18218717	polyg	1	ribo_initial
8	0.013352641569348843	SRR18218717	polyg	1	ribo_initial
9	0.01433545021277807	SRR18218717	polyg	1	ribo_initial
12	0.02200135763152606	SRR18218717	polyg	1	ribo_initial
17	0.03715694471226921	SRR18218717	polyg	1	ribo_initial
22	0.06440446710251406	SRR18218717	polyg	1	ribo_initial
27	0.1411719891403034	SRR18218717	polyg	1	ribo_initial
32	0.19566703392079307	SRR18218717	polyg	1	ribo_initial
37	0.26538544568846933	SRR18218717	polyg	1	ribo_initial
42	0.33056938171508243	SRR18218717	polyg	1	ribo_initial
47	0.3760090309947345	SRR18218717	polyg	1	ribo_initial
52	0.40919407318942075	SRR18218717	polyg	1	ribo_initial
57	0.41155959192429525	SRR18218717	polyg	1	ribo_initial
62	0.4120611632319764	SRR18218717	polyg	1	ribo_initial
67	0.4127796302402763	SRR18218717	polyg	1	ribo_initial
72	0.41353198720179807	SRR18218717	polyg	1	ribo_initial
77	0.4139047766872367	SRR18218717	polyg	1	ribo_initial
82	0.41511125902192914	SRR18218717	polyg	1	ribo_initial
87	0.4158161700489405	SRR18218717	polyg	1	ribo_initial
92	0.4162974073846885	SRR18218717	polyg	1	ribo_initial
97	0.4171175442526536	SRR18218717	polyg	1	ribo_initial
102	0.41763944953226784	SRR18218717	polyg	1	ribo_initial
107	0.41787667920481975	SRR18218717	polyg	1	ribo_initial
112	0.4192254993430433	SRR18218717	polyg	1	ribo_initial
117	0.42028964387420453	SRR18218717	polyg	1	ribo_initial
122	0.4206895453222206	SRR18218717	polyg	1	ribo_initial
127	0.42087255106961774	SRR18218717	polyg	1	ribo_initial
132	0.42101488887314886	SRR18218717	polyg	1	ribo_initial
137	0.42104877882637054	SRR18218717	polyg	1	ribo_initial
140	0.4210487788263706	SRR18218717	polyg	1	ribo_initial
1	0.006744100691117816	SRR18218717	polya	2	ribo_initial
2	0.00877749788441967	SRR18218717	polya	2	ribo_initial
3	0.009421406995631924	SRR18218717	polya	2	ribo_initial
4	0.012064823346924334	SRR18218717	polya	2	ribo_initial
5	0.014132110493447887	SRR18218717	polya	2	ribo_initial
6	0.014877689464325232	SRR18218717	polya	2	ribo_initial
7	0.01491157941754693	SRR18218717	polya	2	ribo_initial
8	0.015758828248089368	SRR18218717	polya	2	ribo_initial
9	0.017012756517292178	SRR18218717	polya	2	ribo_initial
12	0.02156078823964399	SRR18218717	polya	2	ribo_initial
17	0.03455419630484284	SRR18218717	polya	2	ribo_initial
22	0.04633434404470492	SRR18218717	polya	2	ribo_initial
27	0.05476616440626327	SRR18218717	polya	2	ribo_initial
32	0.05890751668995471	SRR18218717	polya	2	ribo_initial
37	0.0626286335536971	SRR18218717	polya	2	ribo_initial
42	0.06848481747040644	SRR18218717	polya	2	ribo_initial
47	0.0723347161563913	SRR18218717	polya	2	ribo_initial
52	0.07586604928209217	SRR18218717	polya	2	ribo_initial
57	0.07985828577160815	SRR18218717	polya	2	ribo_initial
62	0.08269826385158639	SRR18218717	polya	2	ribo_initial
67	0.08469099310102221	SRR18218717	polya	2	ribo_initial
72	0.08766653099388727	SRR18218717	polya	2	ribo_initial
77	0.09007949566327214	SRR18218717	polya	2	ribo_initial
82	0.09304825556549283	SRR18218717	polya	2	ribo_initial
87	0.09614579728995601	SRR18218717	polya	2	ribo_initial
92	0.09823341840841257	SRR18218717	polya	2	ribo_initial
97	0.09948056868697104	SRR18218717	polya	2	ribo_initial
102	0.10046337733040027	SRR18218717	polya	2	ribo_initial
107	0.10109373046032386	SRR18218717	polya	2	ribo_initial
112	0.10179186349669082	SRR18218717	polya	2	ribo_initial
117	0.10320846354135779	SRR18218717	polya	2	ribo_initial
122	0.10373714681161625	SRR18218717	polya	2	ribo_initial
127	0.10387270662450306	SRR18218717	polya	2	ribo_initial
132	0.10387270662450306	SRR18218717	polya	2	ribo_initial
137	0.10387270662450306	SRR18218717	polya	2	ribo_initial
140	0.10387270662450304	SRR18218717	polya	2	ribo_initial
1	0.0031856556028395716	SRR18218717	polyg	2	ribo_initial
2	0.006506871018565933	SRR18218717	polyg	2	ribo_initial
3	0.007489679661995163	SRR18218717	polyg	2	ribo_initial
4	0.009523076855297017	SRR18218717	polyg	2	ribo_initial
5	0.01226816306625452	SRR18218717	polyg	2	ribo_initial
6	0.017046646470513876	SRR18218717	polyg	2	ribo_initial
7	0.02023230207335345	SRR18218717	polyg	2	ribo_initial
8	0.029789268881872163	SRR18218717	polyg	2	ribo_initial
9	0.032398795279942876	SRR18218717	polyg	2	ribo_initial
12	0.04438228273913514	SRR18218717	polyg	2	ribo_initial
17	0.06228295603083579	SRR18218717	polyg	2	ribo_initial
22	0.08366751651372696	SRR18218717	polyg	2	ribo_initial
27	0.14460165240633918	SRR18218717	polyg	2	ribo_initial
32	0.19547725018275158	SRR18218717	polyg	2	ribo_initial
37	0.25064331603703083	SRR18218717	polyg	2	ribo_initial
42	0.28881018135530667	SRR18218717	polyg	2	ribo_initial
47	0.30252883441944983	SRR18218717	polyg	2	ribo_initial
52	0.3102760777259299	SRR18218717	polyg	2	ribo_initial
57	0.312234917022144	SRR18218717	polyg	2	ribo_initial
62	0.3124314787508299	SRR18218717	polyg	2	ribo_initial
67	0.3126551524420931	SRR18218717	polyg	2	ribo_initial
72	0.31289238211464493	SRR18218717	polyg	2	ribo_initial
77	0.31293305005851096	SRR18218717	polyg	2	ribo_initial
82	0.31308216585268644	SRR18218717	polyg	2	ribo_initial
87	0.31329906155330534	SRR18218717	polyg	2	ribo_initial
92	0.31431576014995627	SRR18218717	polyg	2	ribo_initial
97	0.31458010178508555	SRR18218717	polyg	2	ribo_initial
102	0.3149190013173025	SRR18218717	polyg	2	ribo_initial
107	0.31498678122374585	SRR18218717	polyg	2	ribo_initial
112	0.31516300898049876	SRR18218717	polyg	2	ribo_initial
117	0.3155290204752931	SRR18218717	polyg	2	ribo_initial
122	0.31564424631624677	SRR18218717	polyg	2	ribo_initial
127	0.31568491426011286	SRR18218717	polyg	2	ribo_initial
132	0.31568491426011286	SRR18218717	polyg	2	ribo_initial
137	0.31568491426011286	SRR18218717	polyg	2	ribo_initial
140	0.31568491426011286	SRR18218717	polyg	2	ribo_initial
1	0.006062367988492523	SRR18218719	polya	1	ribo_initial
2	0.006923499805039757	SRR18218719	polya	1	ribo_initial
3	0.008129084348205884	SRR18218719	polya	1	ribo_initial
4	0.00837020125683911	SRR18218719	polya	1	ribo_initial
5	0.012159181249646937	SRR18218719	polya	1	ribo_initial
6	0.014260342882022185	SRR18218719	polya	1	ribo_initial
7	0.015052584153245641	SRR18218719	polya	1	ribo_initial
8	0.015155919971231308	SRR18218719	polya	1	ribo_initial
9	0.015362591607202644	SRR18218719	polya	1	ribo_initial
12	0.020584494942745068	SRR18218719	polya	1	ribo_initial
17	0.029126922562893627	SRR18218719	polya	1	ribo_initial
22	0.03503084229714146	SRR18218719	polya	1	ribo_initial
27	0.0422987948288001	SRR18218719	polya	1	ribo_initial
32	0.04692823947455803	SRR18218719	polya	1	ribo_initial
37	0.054023965642907235	SRR18218719	polya	1	ribo_initial
42	0.061236805738306865	SRR18218719	polya	1	ribo_initial
47	0.06515667776722987	SRR18218719	polya	1	ribo_initial
52	0.06973100997672878	SRR18218719	polya	1	ribo_initial
57	0.07550403767486143	SRR18218719	polya	1	ribo_initial
62	0.08005081366623082	SRR18218719	polya	1	ribo_initial
67	0.08507293442033428	SRR18218719	polya	1	ribo_initial
72	0.09043261884652427	SRR18218719	polya	1	ribo_initial
77	0.09567518934566381	SRR18218719	polya	1	ribo_initial
82	0.10055952900911973	SRR18218719	polya	1	ribo_initial
87	0.10266069064149497	SRR18218719	polya	1	ribo_initial
92	0.10723502285099389	SRR18218719	polya	1	ribo_initial
97	0.11099644662567221	SRR18218719	polya	1	ribo_initial
102	0.1154398867990559	SRR18218719	polya	1	ribo_initial
107	0.1186570752656764	SRR18218719	polya	1	ribo_initial
112	0.12160559060553411	SRR18218719	polya	1	ribo_initial
117	0.1250638959807878	SRR18218719	polya	1	ribo_initial
122	0.12616614470596826	SRR18218719	polya	1	ribo_initial
127	0.12671726906855849	SRR18218719	polya	1	ribo_initial
132	0.12675860339575276	SRR18218719	polya	1	ribo_initial
137	0.12675860339575276	SRR18218719	polya	1	ribo_initial
140	0.12675860339575276	SRR18218719	polya	1	ribo_initial
1	0.0016533730877706882	SRR18218719	polyg	1	ribo_initial
2	0.002755621812951147	SRR18218719	polyg	1	ribo_initial
3	0.0031000745395700405	SRR18218719	polyg	1	ribo_initial
4	0.0036167536294983804	SRR18218719	polyg	1	ribo_initial
5	0.004719002354678839	SRR18218719	polyg	1	ribo_initial
6	0.005132345626621512	SRR18218719	polyg	1	ribo_initial
7	0.005752360534535519	SRR18218719	polyg	1	ribo_initial
8	0.0076124052582775435	SRR18218719	polyg	1	ribo_initial
9	0.008060193802882105	SRR18218719	polyg	1	ribo_initial
12	0.01321320659310075	SRR18218719	polyg	1	ribo_initial
17	0.030077612088361773	SRR18218719	polyg	1	ribo_initial
22	0.05928720330564393	SRR18218719	polyg	1	ribo_initial
27	0.12295584529388018	SRR18218719	polyg	1	ribo_initial
32	0.17631157264714678	SRR18218719	polyg	1	ribo_initial
