sample	classification	n_reads	p_reads
SRR8663611	Duplicate	153685	0.011671638166078331
SRR8663611	Ribosomal	41619	0.0031607633069851587
SRR8663611	Unassigned	5843795	0.44380818399152633
SRR8663611	Bacterial	1842126	0.13990062874272188
SRR8663611	Archaeal	1958	1.487007029259939e-4
SRR8663611	Viral	2845	2.1606409592668676e-4
SRR8663611	Human	4558377	0.34618685602741744
SRR8663612	Filtered	810665	0.05568044760578162
SRR8663612	Duplicate	158410	0.010880375624002351
SRR8663612	Ribosomal	44235	0.0030382767232355534
SRR8663612	Unassigned	6286142	0.43176305906077517
SRR8663612	Bacterial	2265862	0.15563051368065917
SRR8663612	Archaeal	2349	1.613408392196296e-4
SRR8663612	Viral	3787	2.6010973100244246e-4
SRR8663612	Human	4987790	0.3425858767353241
SRR8663613	Filtered	966902	0.0553238843683429
SRR8663613	Duplicate	203669	0.011653466644412806
SRR8663613	Ribosomal	52921	0.0030280165773336645
SRR8663613	Unassigned	8032217	0.4595847816318904
SRR8663613	Bacterial	2413413	0.13808988061360464
SRR8663613	Archaeal	2612	1.4945256703379625e-4
SRR8663613	Viral	3869	2.2137518447693633e-4
SRR8663613	Human	5801514	0.33194914241290485
SRR8663614	Filtered	649242	0.05302962360714354
SRR8663614	Duplicate	124290	0.010151918572938705
SRR8663614	Ribosomal	34957	0.002855262833327044
SRR8663614	Unassigned	5506372	0.4497565385494379
SRR8663614	Bacterial	1838893	0.1501994689866198
SRR8663614	Archaeal	2149	1.7552878761964178e-4
SRR8663614	Viral	1811	1.479211886361895e-4
SRR8663614	Human	4085292	0.33368373747427715
SRR8663615	Filtered	2028244	0.04794762744296042
SRR8663615	Duplicate	1001852	0.02368375128879207
SRR8663615	Ribosomal	105684	0.002498366596268412
SRR8663615	Unassigned	18337784	0.4335046648043729
SRR8663615	Bacterial	4872286	0.11518069518438208
SRR8663615	Archaeal	6713	1.5869511904119686e-4
SRR8663615	Viral	5107	1.2072932711803848e-4
SRR8663615	Human	15943568	0.37690547023706494
SRR8663616	Filtered	2216621	0.054352366886329134
SRR8663616	Duplicate	760989	0.018659731782952844
SRR8663616	Ribosomal	108131	0.0026514121195214046
SRR8663616	Unassigned	16805812	0.41208472699964166
SRR8663616	Bacterial	4625159	0.11341060960606579
SRR8663616	Archaeal	6551	1.6063294332785899e-4
SRR8663616	Viral	7146	1.752225634286186e-4
SRR8663616	Human	16252010	0.39850529709873267
SRR8663617	Filtered	1603909	0.051874011317908475
SRR8663617	Duplicate	474199	0.015336658309755032
SRR8663617	Ribosomal	75636	0.002446237735458387
SRR8663617	Unassigned	12168388	0.39355293650244605
SRR8663617	Bacterial	3700003	0.11966638849105238
SRR8663617	Archaeal	6559	2.1213275830122638e-4
SRR8663617	Viral	5533	1.7894961910057717e-4
SRR8663617	Human	12885090	0.4167326852659779
SRR8663618	Filtered	1717075	0.05939484588022032
SRR8663618	Duplicate	420364	0.014540689832181434
SRR8663618	Ribosomal	84075	0.0029082140660014986
SRR8663618	Unassigned	12114533	0.4190503154759362
SRR8663618	Bacterial	5272959	0.1823954033095355
SRR8663618	Archaeal	4454	1.5406702884294588e-4
SRR8663618	Viral	6578	2.2753769998403638e-4
SRR8663618	Human	9289457	0.32132892670729807
SRR8663619	Filtered	645572	0.06506777380751279
SRR8663619	Duplicate	106638	0.010748138493127876
SRR8663619	Ribosomal	29419	0.002965167072988325
SRR8663619	Unassigned	4113053	0.4145582557209915
SRR8663619	Bacterial	1842132	0.18567011626833438
SRR8663619	Archaeal	1455	1.4665073901893376e-4
SRR8663619	Viral	1903	1.9180505591273605e-4
SRR8663619	Human	3181360	0.3206520928421135
SRR8663620	Filtered	966221	0.07781093336623301
SRR8663620	Duplicate	1635755	0.1317293075895499
SRR8663620	Ribosomal	4817174	0.3879327867305204
SRR8663620	Unassigned	2079651	0.1674767836613154
SRR8663620	Bacterial	291666	0.023488212004495572
SRR8663620	Archaeal	1103	8.882590991393792e-5
SRR8663620	Viral	4801	3.866302751557715e-4
SRR8663620	Human	2621177	0.211086520462816
SRR8663621	Filtered	842558	0.08665616716484961
SRR8663621	Duplicate	1013403	0.10422738823126729
SRR8663621	Ribosomal	3530524	0.3631105252380412
SRR8663621	Unassigned	1757328	0.18073925941178037
SRR8663621	Bacterial	257417	0.026475056415195267
SRR8663621	Archaeal	911	9.369535187747075e-5
SRR8663621	Viral	3045	3.1317491379461956e-4
SRR8663621	Human	2317815	0.23838473327319415
SRR8663622	Filtered	730214	0.08217783518786988
SRR8663622	Duplicate	866558	0.09752190522878244
SRR8663622	Ribosomal	3105693	0.34951278323631313
SRR8663622	Unassigned	1786418	0.2010423848086234
SRR8663622	Bacterial	259046	0.029152877778400494
SRR8663622	Archaeal	935	1.0522432588345106e-4
SRR8663622	Viral	2922	3.28840085809031e-4
SRR8663622	Human	2133992	0.24015814934831817
SRR8663623	Filtered	741987	0.08910899650343142
SRR8663623	Duplicate	800408	0.09612507183187648
SRR8663623	Ribosomal	2979714	0.35784902485788245
SRR8663623	Unassigned	1504308	0.1806600065932205
SRR8663623	Bacterial	274074	0.03291494205111607
SRR8663623	Archaeal	998	1.1985490111069945e-4
SRR8663623	Viral	2633	3.162103753752221e-4
SRR8663623	Human	2022613	0.24290589288598713
SRR8663624	Filtered	721035	0.10100916000741351
SRR8663624	Duplicate	848188	0.11882191212405509
SRR8663624	Ribosomal	2929879	0.41044417637612696
SRR8663624	Unassigned	1057109	0.14808947156001706
SRR8663624	Bacterial	222230	0.031132005559296714
SRR8663624	Archaeal	568	7.957062123781908e-5
SRR8663624	Viral	3389	4.7476203411086067e-4
SRR8663624	Human	1355915	0.189948941717742
SRR8663625	Filtered	839224	0.0981567824958432
SRR8663625	Duplicate	864815	0.10114994072398148
SRR8663625	Ribosomal	3007939	0.35181264380399524
SRR8663625	Unassigned	1425117	0.16668362606423143
SRR8663625	Bacterial	332192	0.0388536289368025
SRR8663625	Archaeal	869	1.0163942402610952e-4
SRR8663625	Viral	3326	3.890134917270889e-4
SRR8663625	Human	2076350	0.24285272505939298
SRR8663626	Filtered	1168876	0.11374506278001989
SRR8663626	Duplicate	915909	0.08912846760972527
SRR8663626	Ribosomal	3549743	0.34543077314269105
SRR8663626	Unassigned	1914266	0.1862800727773156
SRR8663626	Bacterial	363917	0.03541330475749053
SRR8663626	Archaeal	906	8.816420807570523e-5
SRR8663626	Viral	5422	5.276228876230395e-4
SRR8663626	Human	2357240	0.22938653183705893
SRR8663627	Filtered	847298	0.07036820522283968
SRR8663627	Duplicate	972013	0.08072580162264996
SRR8663627	Ribosomal	2921322	0.24261615868088496
SRR8663627	Unassigned	2380125	0.19766967991900286
SRR8663627	Bacterial	444188	0.036889869138747776
SRR8663627	Archaeal	1505	1.249904388543036e-4
SRR8663627	Viral	2863	2.3777250926237286e-4
SRR8663627	Human	4471607	0.37136752246775806
SRR8663628	Filtered	899600	0.08378009531708755
SRR8663628	Duplicate	973725	0.09068338518522795
SRR8663628	Ribosomal	3142375	0.29265059695646173
SRR8663628	Unassigned	2107583	0.19628001848451904
SRR8663628	Bacterial	346766	0.03229445145923208
SRR8663628	Archaeal	1554	1.4472461996749004e-4
SRR8663628	Viral	2126	1.9799520080494455e-4
SRR8663628	Human	3263905	0.3039687327766992
SRR8663629	Filtered	747133	0.1484965364926393
SRR8663629	Duplicate	531658	0.10566976910215936
SRR8663629	Ribosomal	1621386	0.3222588285053056
SRR8663629	Unassigned	1004586	0.1996666478511785
SRR8663629	Bacterial	383579	0.07623830425280384
SRR8663629	Archaeal	699	1.389298545350759e-4
SRR8663629	Viral	1058	2.10282955791288e-4
SRR8663629	Human	741217	0.14732070098558708
