sample	classification	n_reads	p_reads
SRR10002883	Archaeal	926	1.4709348982640426e-4
SRR10002883	Viral	937	1.4884082069907214e-4
SRR10002883	Human	1426722	0.22663230884676797
SRR10002884	Filtered	343008	0.08889047834142011
SRR10002884	Duplicate	250089	0.06481053164336521
SRR10002884	Ribosomal	14589	0.00378073744205085
SRR10002884	Unassigned	1782776	0.4620061672485877
SRR10002884	Bacterial	540907	0.14017597831019254
SRR10002884	Archaeal	888	2.3012508386737642e-4
SRR10002884	Viral	496	1.2853833513312918e-4
SRR10002884	Human	926018	0.2399774435953831
SRR10002885	Filtered	417525	0.08088661924831286
SRR10002885	Duplicate	278810	0.05401352808244323
SRR10002885	Ribosomal	13577	0.002630255983556299
SRR10002885	Unassigned	2734783	0.5298062421358213
SRR10002885	Bacterial	850177	0.16470377412771184
SRR10002885	Archaeal	1087	2.105832108805846e-4
SRR10002885	Viral	551	1.0674457147672687e-4
SRR10002885	Human	865345	0.16764225263979712
SRR10002886	Filtered	278980	0.0694535382268311
SRR10002886	Duplicate	236314	0.05883161313547697
SRR10002886	Ribosomal	9121	0.002270720919660644
SRR10002886	Unassigned	1956765	0.4871469378752067
SRR10002886	Bacterial	640402	0.15943144593712485
SRR10002886	Archaeal	637	1.585845001451409e-4
SRR10002886	Viral	535	1.3319106370117802e-4
SRR10002886	Human	894032	0.22257396834185342
SRR10002887	Filtered	342376	0.08195532690714485
SRR10002887	Duplicate	236216	0.056543564679469735
SRR10002887	Ribosomal	10041	0.002403537156443914
SRR10002887	Unassigned	2370742	0.5674899397811132
SRR10002887	Bacterial	516540	0.12364536229355037
SRR10002887	Archaeal	2890	6.91785915956868e-4
SRR10002887	Viral	437	1.0460569040593471e-4
SRR10002887	Human	698351	0.16716587757591514
SRR10002888	Filtered	391314	0.06712359854697103
SRR10002888	Duplicate	299387	0.05135500594965173
SRR10002888	Ribosomal	14493	0.0024860401461262597
SRR10002888	Unassigned	2885402	0.49494412542006494
SRR10002888	Bacterial	755728	0.12963293642114854
SRR10002888	Archaeal	868	1.488913852782442e-4
SRR10002888	Viral	757	1.298511274834457e-4
SRR10002888	Human	1481804	0.25417955100327577
SRR10002889	Filtered	625176	0.07938447496493146
SRR10002889	Duplicate	745528	0.09466670001992307
SRR10002889	Ribosomal	24499	0.0031108683829287366
SRR10002889	Unassigned	3978860	0.5052332656067526
SRR10002889	Bacterial	1693075	0.2149856519624095
SRR10002889	Archaeal	10479	0.0013306171592599792
SRR10002889	Viral	519	6.59023099204055e-5
SRR10002889	Human	797157	0.10122251959387416
SRR10002890	Filtered	820411	0.8870276646423015
SRR10002890	Duplicate	10661	0.011526663992500803
SRR10002890	Ribosomal	778	8.41172928071065e-4
SRR10002890	Unassigned	22581	0.02441455769765131
SRR10002890	Bacterial	54159	0.058556664024936776
SRR10002890	Archaeal	8	8.649593090705038e-6
SRR10002890	Viral	37	4.000436804451081e-5
SRR10002890	Human	16264	0.017584622753403344
SRR10002891	Filtered	241025	0.061437352380845564
SRR10002891	Duplicate	329525	0.08399603171164043
SRR10002891	Ribosomal	8476	0.002160535209127879
SRR10002891	Unassigned	777202	0.1981090473813834
SRR10002891	Bacterial	522386	0.13315636452990517
SRR10002891	Archaeal	838	2.1360647773114235e-4
SRR10002891	Viral	386	9.839152792866461e-5
SRR10002891	Human	2043264	0.5208286707814378
SRR10002892	Filtered	444299	0.07934420784193269
SRR10002892	Duplicate	489961	0.08749866062818323
SRR10002892	Ribosomal	11872	0.0021201362944760736
SRR10002892	Unassigned	1501770	0.26819045510068507
SRR10002892	Bacterial	1295961	0.23143648520262017
SRR10002892	Archaeal	1742	3.110914273060411e-4
SRR10002892	Viral	1516	0.00027073168989435033
SRR10002892	Human	1852519	0.3308282318149024
SRR10002893	Filtered	405115	0.10871327004170721
SRR10002893	Duplicate	334907	0.08987283889724655
SRR10002893	Ribosomal	8603	0.002308629061300636
SRR10002893	Unassigned	1751713	0.4700750364824039
SRR10002893	Bacterial	610075	0.16371461985039934
SRR10002893	Archaeal	602	1.6154768044902742e-4
SRR10002893	Viral	474	1.271986719814601e-4
SRR10002893	Human	614965	0.16502685931451186
SRR10002894	Filtered	512823	0.11766005569788235
SRR10002894	Duplicate	480245	0.11018548982520189
SRR10002894	Ribosomal	10536	0.002417337652236519
SRR10002894	Unassigned	2005684	0.46017610589297175
SRR10002894	Bacterial	483662	0.11096947262300867
SRR10002894	Archaeal	593	1.360555455368504e-4
SRR10002894	Viral	518	1.188478458483786e-4
SRR10002894	Human	864453	0.19833663491731357
SRR10002895	Filtered	303666	0.05398355992552741
SRR10002895	Duplicate	533309	0.09480784269665718
SRR10002895	Ribosomal	15457	0.0027478344159994113
SRR10002895	Unassigned	1695850	0.3014760299134762
SRR10002895	Bacterial	1262439	0.224427335983689
SRR10002895	Archaeal	1235	2.19549427687085e-4
SRR10002895	Viral	995	1.7688395186125471e-4
SRR10002895	Human	1812206	0.3221609636851025
SRR10002896	Filtered	320427	0.08970181698060124
SRR10002896	Duplicate	230731	0.0645919037214439
SRR10002896	Ribosomal	10251	0.002869712370893037
SRR10002896	Unassigned	1217516	0.34083706242905154
SRR10002896	Bacterial	777374	0.2176216744327972
SRR10002896	Archaeal	460	1.2877452839828282e-4
SRR10002896	Viral	454	1.270948606365661e-4
SRR10002896	Human	1014922	0.28412196067617823
SRR10002897	Filtered	246400	0.06358325716588985
SRR10002897	Duplicate	378640	0.09770764810589502
SRR10002897	Ribosomal	11063	0.0028547953491324654
SRR10002897	Unassigned	1203432	0.31054434390284563
SRR10002897	Bacterial	1007135	0.2598901124422422
SRR10002897	Archaeal	1087	2.804991905004962e-4
SRR10002897	Viral	932	2.4050160583851193e-4
SRR10002897	Human	1026545	0.26489884223765586
SRR10002898	Filtered	381478	0.07668055170567283
SRR10002898	Duplicate	548167	0.11018655856128938
SRR10002898	Ribosomal	10189	0.0020480817801527226
SRR10002898	Unassigned	2353351	0.47304498041065757
SRR10002898	Bacterial	1218141	0.24485743328658532
SRR10002898	Archaeal	1916	3.8513344693027937e-4
SRR10002898	Viral	337	6.774006869285186e-5
SRR10002898	Human	461320	0.09272952074001904
SRR10002899	Filtered	307634	0.06638172002870757
SRR10002899	Duplicate	482336	0.10407917626714437
SRR10002899	Ribosomal	12601	0.002719062438097688
SRR10002899	Unassigned	1502500	0.32421167472754353
SRR10002899	Bacterial	1043899	0.22525407190443125
SRR10002899	Archaeal	1228	2.6497965827981595e-4
SRR10002899	Viral	905	1.9528224001891972e-4
SRR10002899	Human	1283215	0.2768940327357769
SRR10002900	Filtered	354543	0.06876146814790708
SRR10002900	Duplicate	474744	0.09207372429976053
SRR10002900	Ribosomal	15789	0.00306218095008872
SRR10002900	Unassigned	2769642	0.537155296153374
SRR10002900	Bacterial	959936	0.1861737749385246
SRR10002900	Archaeal	5574	0.001081043550306829
SRR10002900	Viral	338	6.555305346316975e-5
SRR10002900	Human	575563	0.11162695890657506
SRR10002901	Filtered	273454	0.0982579015696241
SRR10002901	Duplicate	161194	0.05792046993503108
SRR10002901	Ribosomal	9016	0.003239642647581425
SRR10002901	Unassigned	1397211	0.502047952891514
SRR10002901	Bacterial	508376	0.18267042708594217
SRR10002901	Archaeal	686	2.464945492724997e-4
SRR10002901	Viral	663	2.3823015476336345e-4
SRR10002901	Human	432423	0.15537888116627135
SRR10002902	Filtered	404286	0.09510987064327364
SRR10002902	Duplicate	231120	0.05437188847269855
SRR10002902	Ribosomal	11537	0.0027141245989508616
SRR10002902	Unassigned	1992665	0.4687822738986234
SRR10002902	Bacterial	821680	0.19330344981069117
SRR10002902	Archaeal	2823	6.641218464798719e-4
SRR10002902	Viral	303	7.128194101431143e-5
SRR10002902	Human	786312	0.18498298878826816
SRR10002903	Filtered	356592	0.08781410376382746
SRR10002903	Duplicate	394870	0.09724041804982318
SRR10002903	Ribosomal	13473	0.0033178518306917915
SRR10002903	Unassigned	2226208	0.5482244702962007
SRR10002903	Bacterial	694034	0.170912341532127
SRR10002903	Archaeal	1191	2.9329485121011833e-4
SRR10002903	Viral	687	1.691801534688088e-4
SRR10002903	Human	373705	0.09202833952265094
SRR10002904	Filtered	238480	0.06718425891519735
SRR10002904	Duplicate	293916	0.08280161289550127
SRR10002904	Ribosomal	8062	0.0022712155961687394
SRR10002904	Unassigned	1017186	0.2865602465150701
SRR10002904	Bacterial	244550	0.06889429100013213
SRR10002904	Archaeal	390	1.0987026575363537e-4
SRR10002904	Viral	121	3.408795424664072e-5
SRR10002904	Human	1746936	0.49214441685793014
SRR10002905	Filtered	358440	0.08407372424034239
SRR10002905	Duplicate	205246	0.048141378209556177
SRR10002905	Ribosomal	15194	0.0035638214655388974
SRR10002905	Unassigned	2385302	0.5594833795835766
SRR10002905	Bacterial	897866	0.21059853389348082
SRR10002905	Archaeal	1259	2.95304148026423e-4
SRR10002905	Viral	383	8.983438339485308e-5
SRR10002905	Human	399711	0.09375402407608385
SRR10002906	Filtered	441970	0.07880384053941146
SRR10002906	Duplicate	305462	0.05446428205274047
SRR10002906	Ribosomal	20011	0.0035679879924749706
SRR10002906	Unassigned	2924224	0.52139303979347
SRR10002906	Bacterial	1236976	0.22055447079005142
SRR10002906	Archaeal	1926	3.4340836907234985e-4
SRR10002906	Viral	581	1.0359307499015331e-4
SRR10002906	Human	677333	0.12076937738778917
SRR10002907	Filtered	449083	0.0914626720005279
SRR10002907	Duplicate	254037	0.05173854901432053
SRR10002907	Ribosomal	13120	0.0026720901406798434
SRR10002907	Unassigned	2525025	0.5142602444718081
SRR10002907	Bacterial	1218228	0.24811090151677775
SRR10002907	Archaeal	1128	2.2973457916820604e-4
SRR10002907	Viral	766	1.5600770181103352e-4
SRR10002907	Human	448627	0.0913698005749067
SRR10002908	Filtered	513627	0.08069457154864633
SRR10002908	Duplicate	341063	0.05358350058718868
SRR10002908	Ribosomal	9718	0.001526769126836683
SRR10002908	Unassigned	3694662	0.5804585177708039
SRR10002908	Bacterial	1689393	0.2654160398738428
SRR10002908	Archaeal	2048	3.2175583162806406e-4
SRR10002908	Viral	426	6.692772669607192e-5
SRR10002908	Human	114138	0.01793191753435741
SRR10002909	Filtered	355749	0.08770484346582903
SRR10002909	Duplicate	234389	0.057785265890029774
SRR10002909	Ribosomal	15425	0.0038028138110308475
SRR10002909	Unassigned	2049394	0.5052488692021881
SRR10002909	Bacterial	774472	0.19093502871031975
SRR10002909	Archaeal	1162	2.864745315019672e-4
SRR10002909	Viral	464	1.1439258400767022e-4
SRR10002909	Human	625152	0.15412231180509278
SRR10002910	Filtered	411090	0.10255531348486742
SRR10002910	Duplicate	318191	0.07937964375942846
SRR10002910	Ribosomal	15573	0.003885022493614149
SRR10002910	Unassigned	1737805	0.433533135202924
SRR10002910	Bacterial	837194	0.2088561947934761
SRR10002910	Archaeal	621	1.5492191411638003e-4
SRR10002910	Viral	686	1.7113757340392384e-4
SRR10002910	Human	687311	0.17146463077816954
SRR10002911	Filtered	537777	0.07454250663987567
SRR10002911	Duplicate	675995	0.09370122146544527
SRR10002911	Ribosomal	18760	0.0026003667404222715
SRR10002911	Unassigned	4004665	0.5550958247618952
SRR10002911	Bacterial	1406337	0.19493560557703815
SRR10002911	Archaeal	2946	4.0835183461002193e-4
SRR10002911	Viral	407	5.641520593560045e-5
SRR10002911	Human	567480	0.07865970777477775
SRR10002912	Filtered	653552	0.09457796620152288
SRR10002912	Duplicate	715881	0.1035978300461362
SRR10002912	Ribosomal	22971	0.0033242197432112246
SRR10002912	Unassigned	3584987	0.518796942429828
SRR10002912	Bacterial	1161927	0.1681468231060985
SRR10002912	Archaeal	5820	8.422340736358594e-4
SRR10002912	Viral	569	8.234212850494913e-5
SRR10002912	Human	764486	0.11063164227106247
SRR10002913	Filtered	429873	0.10074774568912481
SRR10002913	Duplicate	241266	0.056544620414476804
SRR10002913	Ribosomal	11886	0.0027856778752350987
SRR10002913	Unassigned	1334925	0.3128614367826194
SRR10002913	Bacterial	499284	0.11701534513367667
SRR10002913	Archaeal	432	1.0124624281520803e-4
SRR10002913	Viral	425	9.960567869551716e-5
SRR10002913	Human	1748734	0.4098443221833565
SRR10002914	Filtered	452490	0.07114177446128371
SRR10002914	Duplicate	589373	0.09266291197500534
SRR10002914	Ribosomal	13759	0.0021632294079710107
SRR10002914	Unassigned	1753511	0.27569202430413947
SRR10002914	Bacterial	1746682	0.2746183493548674
SRR10002914	Archaeal	1249	1.963713591507953e-4
SRR10002914	Viral	1215	1.9102578171994897e-4
SRR10002914	Human	1802119	0.28333431335586234
SRR10002915	Filtered	486379	0.08997775803262834
SRR10002915	Duplicate	293634	0.054320867064887236
SRR10002915	Ribosomal	22660	0.004191990190816951
SRR10002915	Unassigned	3302461	0.6109392814455226
SRR10002915	Bacterial	664801	0.1229849634088835
SRR10002915	Archaeal	5184	9.59014878605255e-4
SRR10002915	Viral	449	8.306282416932088e-5
SRR10002915	Human	629979	0.11654306215448686
SRR10002916	Filtered	416420	0.07181152071181734
SRR10002916	Duplicate	324743	0.05600184590201647
SRR10002916	Ribosomal	13334	0.0022994448325521647
SRR10002916	Unassigned	2684930	0.46301548029580647
SRR10002916	Bacterial	824380	0.14216411662362033
SRR10002916	Archaeal	1189	2.05042740805799e-4
SRR10002916	Viral	729	1.2571586042676826e-4
SRR10002916	Human	1533066	0.2643768330329546
SRR10002917	Filtered	408928	0.08059258792100536
SRR10002917	Duplicate	252449	0.04975330187238311
SRR10002917	Ribosomal	16331	0.003218555719681554
SRR10002917	Unassigned	3197660	0.6302031034594892
SRR10002917	Bacterial	619121	0.12201796801940869
SRR10002917	Archaeal	1291	2.544336191359308e-4
SRR10002917	Viral	436	8.592800770198748e-5
SRR10002917	Human	577799	0.11387412138119418
SRR10002918	Filtered	460344	0.10031715758465126
SRR10002918	Duplicate	238707	0.05201850732399977
SRR10002918	Ribosomal	14105	0.003073730748595629
SRR10002918	Unassigned	2611927	0.5691854188576487
SRR10002918	Bacterial	698856	0.15229317093516814
SRR10002918	Archaeal	2532	5.517679018393571e-4
SRR10002918	Viral	424	9.23971525986917e-5
SRR10002918	Human	561991	0.12246784949549847
SRR10002919	Filtered	410129	0.08378559921160078
SRR10002919	Duplicate	280921	0.05738958794945518
SRR10002919	Ribosomal	14580	0.0029785604931744387
SRR10002919	Unassigned	2452789	0.501082332887026
SRR10002919	Bacterial	661329	0.1351034590116981
SRR10002919	Archaeal	551	1.1256425457744277e-4
SRR10002919	Viral	764	1.560782041690858e-4
SRR10002919	Human	1073919	0.21939181798829904
SRR10002920	Filtered	344098	0.07656274231937285
SRR10002920	Duplicate	278880	0.06205155966621921
SRR10002920	Ribosomal	12644	0.0028133244421244827
SRR10002920	Unassigned	2094472	0.46602572531994224
SRR10002920	Bacterial	694012	0.15441956048146918
SRR10002920	Archaeal	842	1.8734729359924188e-4
SRR10002920	Viral	610	1.3572666163365506e-4
SRR10002920	Human	1068769	0.23780401381563915
SRR10002921	Filtered	374987	0.06128053633277367
SRR10002921	Duplicate	370618	0.060566552479365716
SRR10002921	Ribosomal	14899	0.0024348009686255656
SRR10002921	Unassigned	3612113	0.590293055318142
SRR10002921	Bacterial	885433	0.1446978405297698
SRR10002921	Archaeal	1006	1.6440095136836827e-4
SRR10002921	Viral	1918	3.1344038242995067e-4
SRR10002921	Human	858212	0.14024937303752494
SRR10002922	Filtered	544174	0.08599686938739712
SRR10002922	Duplicate	385948	0.06099210867540004
SRR10002922	Ribosomal	14716	0.0023255979335744374
SRR10002922	Unassigned	3329493	0.5261662164073494
SRR10002922	Bacterial	977141	0.15441948154463572
SRR10002922	Archaeal	1007	1.5913815704739456e-4
SRR10002922	Viral	655	1.0351091645088723e-4
SRR10002922	Human	1074701	0.16983707697814499
SRR10002923	Filtered	334124	0.06962663134669612
SRR10002923	Duplicate	425576	0.08868391154781324
SRR10002923	Ribosomal	8891	0.0018527563997302657
SRR10002923	Unassigned	1086384	0.22638678535199247
SRR10002923	Bacterial	1111323	0.23158371391490698
SRR10002923	Archaeal	1754	3.6550834834404297e-4
SRR10002923	Viral	554	1.1544562427742292e-4
SRR10002923	Human	1830190	0.3813852474662395
SRR10002924	Filtered	315088	0.060901127477234654
SRR10002924	Duplicate	475817	0.09196729730372265
SRR10002924	Ribosomal	11396	0.0022026521122053716
SRR10002924	Unassigned	1682176	0.3251358827221115
SRR10002924	Bacterial	1509173	0.291697358383057
SRR10002924	Archaeal	1627	3.144713045417813e-4
SRR10002924	Viral	851	1.644837616257258e-4
SRR10002924	Human	1177635	0.2276167269355013
SRR10002925	Filtered	548664	0.08104980790954443
SRR10002925	Duplicate	589008	0.08700950902042953
SRR10002925	Ribosomal	16526	0.0024412557148147706
SRR10002925	Unassigned	1957912	0.2892269066382922
SRR10002925	Bacterial	1700766	0.2512407549959251
SRR10002925	Archaeal	1666	2.461050478567958e-4
SRR10002925	Viral	2321	3.428630348593176e-4
SRR10002925	Human	1952604	0.28844279763827785
SRR10002926	Filtered	350157	0.11391694688515033
SRR10002926	Duplicate	157511	0.05124322010077455
SRR10002926	Ribosomal	10647	0.003463799762638461
SRR10002926	Unassigned	1575694	0.5126221943449655
SRR10002926	Bacterial	383093	0.12463205057466478
SRR10002926	Archaeal	794	2.583128591654868e-4
SRR10002926	Viral	319	1.037806071458316e-4
SRR10002926	Human	595577	0.19375969486549513
SRR10002927	Filtered	428564	0.07151349517610468
SRR10002927	Duplicate	354935	0.0592271922287703
SRR10002927	Ribosomal	14782	0.0024666385550190387
SRR10002927	Unassigned	2789984	0.4655582534356811
SRR10002927	Bacterial	762255	0.12719574967907166
SRR10002927	Archaeal	831	1.3866707070902593e-4
SRR10002927	Viral	829	1.3833333528012333e-4
SRR10002927	Human	1640591	0.27376167051936406
SRR10002928	Filtered	423704	0.0854564809365474
SRR10002928	Duplicate	371813	0.07499063154102982
SRR10002928	Ribosomal	18608	0.003753030883039277
SRR10002928	Unassigned	2669142	0.538336863564984
SRR10002928	Bacterial	882465	0.1779835768594828
SRR10002928	Archaeal	968	1.9523505453471736e-4
SRR10002928	Viral	649	1.308962297448673e-4
SRR10002928	Human	590777	0.1191532849306371
SRR10002929	Filtered	487921	0.08144298268455498
SRR10002929	Duplicate	533186	0.088998543136383
SRR10002929	Ribosomal	12079	0.0020162071069839984
SRR10002929	Unassigned	1969832	0.3288011654908936
SRR10002929	Bacterial	1222132	0.20399629307662623
SRR10002929	Archaeal	1613	2.6923934626750474e-4
SRR10002929	Viral	633	1.0565933427608834e-4
SRR10002929	Human	1763556	0.2943699098240146
SRR10002930	Filtered	513170	0.11614808524391732
SRR10002930	Duplicate	293199	0.06636105470980633
SRR10002930	Ribosomal	20457	0.004630125260312989
SRR10002930	Unassigned	2717560	0.6150776361351208
SRR10002930	Bacterial	570990	0.12923474714699681
SRR10002930	Archaeal	790	1.788042702081078e-4
SRR10002930	Viral	352	7.966975077627082e-5
SRR10002930	Human	301721	0.06828987748286139
SRR10002931	Filtered	390406	0.1041114871820035
SRR10002931	Duplicate	206432	0.055050236220640425
SRR10002931	Ribosomal	11782	0.00314196385808201
SRR10002931	Unassigned	1943469	0.5182744319557618
SRR10002931	Bacterial	664933	0.17732095179477553
SRR10002931	Archaeal	4122	0.0010992340029718252
SRR10002931	Viral	296	7.89357750799758e-5
SRR10002931	Human	528444	0.14092275921068492
SRR10002932	Filtered	486220	0.06534619560206745
SRR10002932	Duplicate	464326	0.06240372181137257
SRR10002932	Ribosomal	22105	0.002970831421545187
SRR10002932	Unassigned	3716216	0.4994458838294037
SRR10002932	Bacterial	921528	0.12385000399157174
SRR10002932	Archaeal	774	1.040227785693723e-4
SRR10002932	Viral	1454	1.9541229979311026e-4
SRR10002932	Human	1828055	0.24568392826567687
SRR10002933	Filtered	365978	0.06995283824899431
SRR10002933	Duplicate	297614	0.05688578002676717
SRR10002933	Ribosomal	14429	0.002757951306075062
SRR10002933	Unassigned	2289938	0.43769751874218
SRR10002933	Bacterial	634252	0.12123058644263082
SRR10002933	Archaeal	1332	2.545977642034779e-4
SRR10002933	Viral	998	1.907571836899932e-4
SRR10002933	Human	1627241	0.31102997028545915
SRR10002934	Filtered	199587	0.1505318358613418
SRR10002934	Duplicate	43468	0.032784288762398375
SRR10002934	Ribosomal	12597	0.009500866972023842
SRR10002934	Unassigned	132884	0.10022332354611545
SRR10002934	Bacterial	924236	0.6970741674013994
SRR10002934	Archaeal	18	1.3575899459905467e-5
SRR10002934	Viral	584	4.4046251581026627e-4
SRR10002934	Human	12505	0.009431479041450992
SRR10002935	Filtered	338403	0.06333942951220649
SRR10002935	Duplicate	332895	0.06230848836288679
SRR10002935	Ribosomal	13827	0.002588021654256254
SRR10002935	Unassigned	2679529	0.5015317187537142
SRR10002935	Bacterial	1009275	0.1889076122875158
SRR10002935	Archaeal	1973	3.6928955838920875e-4
SRR10002935	Viral	631	1.1810527691008146e-4
SRR10002935	Human	966158	0.1808373345941212
SRR10002936	Filtered	298429	0.06703020580810605
SRR10002936	Duplicate	233791	0.052511849874117195
SRR10002936	Ribosomal	11377	0.0025553905668645556
SRR10002936	Unassigned	2226013	0.49998528803004927
SRR10002936	Bacterial	907739	0.20388746398655752
SRR10002936	Archaeal	1404	3.1535276047093576e-4
SRR10002936	Viral	551	1.237602357688644e-4
SRR10002936	Human	772853	0.17359068873806563
SRR10002937	Filtered	478281	0.15309802952479787
SRR10002937	Duplicate	156974	0.050247469764898925
SRR10002937	Ribosomal	11145	0.0035675210578172086
SRR10002937	Unassigned	1601987	0.5127969813234111
SRR10002937	Bacterial	417150	0.1335299604547733
SRR10002937	Archaeal	1832	5.864242779651077e-4
SRR10002937	Viral	366	1.1715681535765799e-4
SRR10002937	Human	456283	0.14605645678097887
SRR10002938	Filtered	458932	0.09844844569988982
SRR10002938	Duplicate	255435	0.05479499953664455
SRR10002938	Ribosomal	15294	0.0032808139953939036
SRR10002938	Unassigned	2562450	0.5496875782984901
SRR10002938	Bacterial	701418	0.15046567222578797
SRR10002938	Archaeal	20976	0.004499696244761509
SRR10002938	Viral	415	8.902431071586701e-5
SRR10002938	Human	646728	0.13873376968831624
SRR10002939	Filtered	507485	0.0658842972631568
SRR10002939	Duplicate	573818	0.07449598645664425
SRR10002939	Ribosomal	29620	0.0038454198349403518
SRR10002939	Unassigned	4350447	0.5647972715954338
SRR10002939	Bacterial	1326487	0.17221132412527085
SRR10002939	Archaeal	1252	1.6254104096371778e-4
SRR10002939	Viral	679	8.815125144917282e-5
SRR10002939	Human	912882	0.11851500843214106
SRR10002940	Filtered	361677	0.06801271582059072
SRR10002940	Duplicate	341441	0.06420737205434217
SRR10002940	Ribosomal	19310	0.003631211115154148
SRR10002940	Unassigned	3127387	0.5880995564882747
SRR10002940	Bacterial	905814	0.1703367097391113
SRR10002940	Archaeal	887	1.6679877054074206e-4
SRR10002940	Viral	484	9.10153381530092e-5
SRR10002940	Human	560785	0.10545462067383318
SRR10002941	Filtered	338303	0.06553484619400506
SRR10002941	Duplicate	301823	0.05846807117528721
SRR10002941	Ribosomal	13670	0.002648103467814501
SRR10002941	Unassigned	2307161	0.4469349703662306
SRR10002941	Bacterial	968121	0.1875409347011004
SRR10002941	Archaeal	1033	2.0010906234472418e-4
SRR10002941	Viral	971	1.8809864427563134e-4
SRR10002941	Human	1231103	0.2384848663889419
SRR10002942	Filtered	426379	0.07101843688783348
SRR10002942	Duplicate	310259	0.051677285256502614
SRR10002942	Ribosomal	16736	0.0027875776240264675
SRR10002942	Unassigned	2942834	0.4901636119517391
SRR10002942	Bacterial	1213857	0.20218215893689626
SRR10002942	Archaeal	2386	3.9741636059555156e-4
SRR10002942	Viral	670	1.1159637954694869e-4
SRR10002942	Human	1090658	0.18166191660285963
SRR10002943	Filtered	248693	0.06953911076910688
SRR10002943	Duplicate	193072	0.053986462000993204
SRR10002943	Ribosomal	9934	0.002777728067860003
SRR10002943	Unassigned	1748445	0.488897196658897
SRR10002943	Bacterial	672552	0.18805783848352936
SRR10002943	Archaeal	871	2.4354752839803327e-4
SRR10002943	Viral	611	1.708467736523517e-4
SRR10002943	Human	702126	0.19632726971756315
SRR10002944	Filtered	315874	0.08496457769478771
SRR10002944	Duplicate	204890	0.0551118240940535
SRR10002944	Ribosomal	11453	0.0030806565540006576
SRR10002944	Unassigned	1964058	0.5282972278125752
SRR10002944	Bacterial	729585	0.19624559608404518
