name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	sample
Archaea	2157	D	831	0	831	3.5e-4	SRR10002927
Viruses	10239	D	807	22	829	3.4e-4	SRR10002927
Eukaryota	2759	D	455648	635	456283	0.52109	SRR10002937
Bacteria	2	D	416967	183	417150	0.4764	SRR10002937
Archaea	2157	D	1832	0	1832	0.00209	SRR10002937
Viruses	10239	D	331	35	366	4.2e-4	SRR10002937
Bacteria	2	D	1688795	598	1689393	0.93543	SRR10002908
Eukaryota	2759	D	113158	980	114138	0.0632	SRR10002908
Archaea	2157	D	2045	3	2048	0.00113	SRR10002908
Viruses	10239	D	356	70	426	2.4e-4	SRR10002908
Eukaryota	2759	D	1811280	926	1812206	0.58898	SRR10002895
Bacteria	2	D	1262208	231	1262439	0.4103	SRR10002895
Archaea	2157	D	1235	0	1235	4e-4	SRR10002895
Viruses	10239	D	990	5	995	3.2e-4	SRR10002895
Bacteria	2	D	618893	228	619121	0.51652	SRR10002917
Eukaryota	2759	D	576792	1007	577799	0.48204	SRR10002917
Archaea	2157	D	1291	0	1291	0.00108	SRR10002917
Viruses	10239	D	419	17	436	3.6e-4	SRR10002917
Eukaryota	2759	D	885248	911	886159	0.6275	SRR10002960
Bacteria	2	D	524032	217	524249	0.37123	SRR10002960
Archaea	2157	D	1337	0	1337	9.5e-4	SRR10002960
Viruses	10239	D	420	32	452	3.2e-4	SRR10002960
Eukaryota	2759	D	864153	1192	865345	0.50394	SRR10002885
Bacteria	2	D	849988	189	850177	0.49511	SRR10002885
Archaea	2157	D	1087	0	1087	6.3e-4	SRR10002885
Viruses	10239	D	517	34	551	3.2e-4	SRR10002885
Eukaryota	2759	D	701305	821	702126	0.51021	SRR10002943
Bacteria	2	D	672280	272	672552	0.48872	SRR10002943
Archaea	2157	D	871	0	871	6.3e-4	SRR10002943
Viruses	10239	D	602	9	611	4.4e-4	SRR10002943
Eukaryota	2759	D	1851432	1087	1852519	0.58778	SRR10002892
Bacteria	2	D	1295627	334	1295961	0.41119	SRR10002892
Archaea	2157	D	1742	0	1742	5.5e-4	SRR10002892
Viruses	10239	D	1511	5	1516	4.8e-4	SRR10002892
Eukaryota	2759	D	1711727	764	1712491	0.67187	SRR10002952
Bacteria	2	D	835136	161	835297	0.32772	SRR10002952
Archaea	2157	D	620	0	620	2.4e-4	SRR10002952
Viruses	10239	D	413	6	419	1.6e-4	SRR10002952
Eukaryota	2759	D	1307444	656	1308100	0.698	SRR10002880
Bacteria	2	D	564725	197	564922	0.30144	SRR10002880
Archaea	2157	D	473	0	473	2.5e-4	SRR10002880
Viruses	10239	D	559	9	568	3e-4	SRR10002880
Bacteria	2	D	698557	299	698856	0.55298	SRR10002918
Eukaryota	2759	D	560990	1001	561991	0.44468	SRR10002918
Archaea	2157	D	2532	0	2532	0.002	SRR10002918
Viruses	10239	D	353	71	424	3.4e-4	SRR10002918
Bacteria	2	D	915769	8467	924236	0.98602	SRR10002934
Eukaryota	2759	D	12496	9	12505	0.01334	SRR10002934
Archaea	2157	D	18	0	18	2e-5	SRR10002934
Viruses	10239	D	16	568	584	6.2e-4	SRR10002934
Eukaryota	2759	D	1951313	1291	1952604	0.53388	SRR10002925
Bacteria	2	D	1700269	497	1700766	0.46503	SRR10002925
Archaea	2157	D	1666	0	1666	4.6e-4	SRR10002925
Viruses	10239	D	2307	14	2321	6.3e-4	SRR10002925
Bacteria	2	D	1217828	313	1218141	0.72434	SRR10002898
Eukaryota	2759	D	459891	1429	461320	0.27432	SRR10002898
Archaea	2157	D	1915	1	1916	0.00114	SRR10002898
Viruses	10239	D	327	10	337	2e-4	SRR10002898
Bacteria	2	D	1692623	452	1693075	0.6769	SRR10002889
Eukaryota	2759	D	795390	1767	797157	0.31871	SRR10002889
Archaea	2157	D	10474	5	10479	0.00419	SRR10002889
Viruses	10239	D	498	21	519	2.1e-4	SRR10002889
Bacteria	2	D	1418906	314	1419220	0.56242	SRR10002946
Eukaryota	2759	D	1100466	973	1101439	0.43649	SRR10002946
Archaea	2157	D	1750	0	1750	6.9e-4	SRR10002946
Viruses	10239	D	991	14	1005	4e-4	SRR10002946
Eukaryota	2759	D	1826300	1755	1828055	0.66431	SRR10002932
Bacteria	2	D	921176	352	921528	0.33488	SRR10002932
Archaea	2157	D	774	0	774	2.8e-4	SRR10002932
Viruses	10239	D	1417	37	1454	5.3e-4	SRR10002932
Eukaryota	2759	D	704128	767	704895	0.56567	SRR10002963
Bacteria	2	D	539648	159	539807	0.43319	SRR10002963
Archaea	2157	D	934	0	934	7.5e-4	SRR10002963
Viruses	10239	D	473	13	486	3.9e-4	SRR10002963
Eukaryota	2759	D	797857	569	798426	0.62332	SRR10002877
Bacteria	2	D	481435	172	481607	0.37599	SRR10002877
Archaea	2157	D	383	0	383	3e-4	SRR10002877
Viruses	10239	D	498	4	502	3.9e-4	SRR10002877
Eukaryota	2759	D	1001050	766	1001816	0.68095	SRR10002959
Bacteria	2	D	468173	170	468343	0.31834	SRR10002959
Archaea	2157	D	723	0	723	4.9e-4	SRR10002959
Viruses	10239	D	320	3	323	2.2e-4	SRR10002959
Eukaryota	2759	D	594865	712	595577	0.60786	SRR10002926
Bacteria	2	D	382980	113	383093	0.391	SRR10002926
Archaea	2157	D	794	0	794	8.1e-4	SRR10002926
Viruses	10239	D	312	7	319	3.3e-4	SRR10002926
Bacteria	2	D	945092	183	945275	0.52225	SRR10002876
Eukaryota	2759	D	862262	886	863148	0.47687	SRR10002876
Archaea	2157	D	1128	0	1128	6.2e-4	SRR10002876
Viruses	10239	D	466	3	469	2.6e-4	SRR10002876
Eukaryota	2759	D	1384581	1134	1385715	0.52302	SRR10002950
Bacteria	2	D	1259830	322	1260152	0.47563	SRR10002950
Archaea	2157	D	3142	0	3142	0.00119	SRR10002950
Viruses	10239	D	439	9	448	1.7e-4	SRR10002950
Bacteria	2	D	836785	409	837194	0.54869	SRR10002910
Eukaryota	2759	D	686719	592	687311	0.45046	SRR10002910
Archaea	2157	D	621	0	621	4.1e-4	SRR10002910
Viruses	10239	D	636	50	686	4.5e-4	SRR10002910
Bacteria	2	D	885110	323	885433	0.50696	SRR10002921
Eukaryota	2759	D	856935	1277	858212	0.49137	SRR10002921
Archaea	2157	D	1006	0	1006	5.8e-4	SRR10002921
Viruses	10239	D	1875	43	1918	0.0011	SRR10002921
Bacteria	2	D	1008937	338	1009275	0.51024	SRR10002935
Eukaryota	2759	D	964946	1212	966158	0.48844	SRR10002935
Archaea	2157	D	1973	0	1973	0.001	SRR10002935
Viruses	10239	D	617	14	631	3.2e-4	SRR10002935
Eukaryota	2759	D	1072798	1121	1073919	0.61842	SRR10002919
Bacteria	2	D	661121	208	661329	0.38083	SRR10002919
Archaea	2157	D	551	0	551	3.2e-4	SRR10002919
Viruses	10239	D	744	20	764	4.4e-4	SRR10002919
Eukaryota	2759	D	1762230	1326	1763556	0.59023	SRR10002929
Bacteria	2	D	1221874	258	1222132	0.40902	SRR10002929
Archaea	2157	D	1613	0	1613	5.4e-4	SRR10002929
Viruses	10239	D	628	5	633	2.1e-4	SRR10002929
Bacteria	2	D	882259	206	882465	0.59834	SRR10002928
Eukaryota	2759	D	589884	893	590777	0.40056	SRR10002928
Archaea	2157	D	968	0	968	6.6e-4	SRR10002928
Viruses	10239	D	645	4	649	4.4e-4	SRR10002928
Bacteria	2	D	1522257	386	1522643	0.65746	SRR10002956
Eukaryota	2759	D	790362	1035	791397	0.34172	SRR10002956
Archaea	2157	D	1341	0	1341	5.8e-4	SRR10002956
Viruses	10239	D	555	9	564	2.4e-4	SRR10002956
Eukaryota	2759	D	1800903	1216	1802119	0.50746	SRR10002914
Bacteria	2	D	1746305	377	1746682	0.49185	SRR10002914
Archaea	2157	D	1249	0	1249	3.5e-4	SRR10002914
Viruses	10239	D	1200	15	1215	3.4e-4	SRR10002914
Eukaryota	2759	D	1282468	747	1283215	0.55091	SRR10002899
Bacteria	2	D	1043633	266	1043899	0.44817	SRR10002899
Archaea	2157	D	1228	0	1228	5.3e-4	SRR10002899
Viruses	10239	D	900	5	905	3.9e-4	SRR10002899
Bacteria	2	D	664561	240	664801	0.51122	SRR10002915
Eukaryota	2759	D	628950	1029	629979	0.48444	SRR10002915
Archaea	2157	D	5183	1	5184	0.00399	SRR10002915
Viruses	10239	D	423	26	449	3.5e-4	SRR10002915
Bacteria	2	D	959699	237	959936	0.62276	SRR10002900
Eukaryota	2759	D	574352	1211	575563	0.3734	SRR10002900
Archaea	2157	D	5572	2	5574	0.00362	SRR10002900
Viruses	10239	D	324	14	338	2.2e-4	SRR10002900
Eukaryota	2759	D	1531511	1555	1533066	0.64978	SRR10002916
Bacteria	2	D	824103	277	824380	0.34941	SRR10002916
Archaea	2157	D	1189	0	1189	5e-4	SRR10002916
Viruses	10239	D	714	15	729	3.1e-4	SRR10002916
Bacteria	2	D	578696	487	579183	0.86628	SRR10002947
Eukaryota	2759	D	87998	476	88474	0.13233	SRR10002947
Archaea	2157	D	725	0	725	0.00108	SRR10002947
Viruses	10239	D	156	47	203	3e-4	SRR10002947
Bacteria	2	D	1236534	442	1236976	0.64533	SRR10002906
Eukaryota	2759	D	676312	1021	677333	0.35336	SRR10002906
Archaea	2157	D	1926	0	1926	0.001	SRR10002906
Viruses	10239	D	543	38	581	3e-4	SRR10002906
Eukaryota	2759	D	1371205	924	1372129	0.5179	SRR10002949
Bacteria	2	D	1274715	277	1274992	0.48123	SRR10002949
Archaea	2157	D	1727	0	1727	6.5e-4	SRR10002949
Viruses	10239	D	561	7	568	2.1e-4	SRR10002949
Eukaryota	2759	D	1829365	825	1830190	0.62171	SRR10002923
Bacteria	2	D	1111099	224	1111323	0.37751	SRR10002923
Archaea	2157	D	1754	0	1754	6e-4	SRR10002923
Viruses	10239	D	538	16	554	1.9e-4	SRR10002923
Eukaryota	2759	D	1381001	1086	1382087	0.51916	SRR10002875
Bacteria	2	D	1275053	259	1275312	0.47905	SRR10002875
Archaea	2157	D	3906	0	3906	0.00147	SRR10002875
Viruses	10239	D	818	38	856	3.2e-4	SRR10002875
Eukaryota	2759	D	801905	1034	802939	0.53004	SRR10002881
Bacteria	2	D	709798	313	710111	0.46876	SRR10002881
Archaea	2157	D	1377	0	1377	9.1e-4	SRR10002881
Viruses	10239	D	404	47	451	3e-4	SRR10002881
Eukaryota	2759	D	1025919	626	1026545	0.50427	SRR10002897
Bacteria	2	D	1006859	276	1007135	0.49474	SRR10002897
Archaea	2157	D	1087	0	1087	5.3e-4	SRR10002897
Viruses	10239	D	930	2	932	4.6e-4	SRR10002897
Bacteria	2	D	1419325	408	1419733	0.73872	SRR10002954
Eukaryota	2759	D	498799	1083	499882	0.2601	SRR10002954
Archaea	2157	D	1699	0	1699	8.8e-4	SRR10002954
Viruses	10239	D	540	18	558	2.9e-4	SRR10002954
Bacteria	2	D	54120	39	54159	0.76854	SRR10002890
Eukaryota	2759	D	16252	12	16264	0.23079	SRR10002890
Archaea	2157	D	8	0	8	1.1e-4	SRR10002890
Viruses	10239	D	23	14	37	5.3e-4	SRR10002890
Eukaryota	2759	D	697282	1069	698351	0.57326	SRR10002887
Bacteria	2	D	516390	150	516540	0.42401	SRR10002887
Archaea	2157	D	2890	0	2890	0.00237	SRR10002887
Viruses	10239	D	412	25	437	3.6e-4	SRR10002887
Bacteria	2	D	1013555	300	1013855	0.67599	SRR10002953
Eukaryota	2759	D	483623	782	484405	0.32298	SRR10002953
Archaea	2157	D	950	0	950	6.3e-4	SRR10002953
Viruses	10239	D	575	25	600	4e-4	SRR10002953
Eukaryota	2759	D	1073177	1524	1074701	0.52335	SRR10002922
Bacteria	2	D	976828	313	977141	0.47584	SRR10002922
Archaea	2157	D	1007	0	1007	4.9e-4	SRR10002922
Viruses	10239	D	635	20	655	3.2e-4	SRR10002922
Bacteria	2	D	1213519	338	1213857	0.52603	SRR10002942
Eukaryota	2759	D	1089327	1331	1090658	0.47264	SRR10002942
Archaea	2157	D	2386	0	2386	0.00103	SRR10002942
Viruses	10239	D	655	15	670	2.9e-4	SRR10002942
Eukaryota	2759	D	1537857	888	1538745	0.80753	SRR10002965
Bacteria	2	D	365946	80	366026	0.19209	SRR10002965
Archaea	2157	D	438	0	438	2.3e-4	SRR10002965
Viruses	10239	D	273	4	277	1.5e-4	SRR10002965
Bacteria	2	D	1508861	312	1509173	0.56118	SRR10002924
Eukaryota	2759	D	1176622	1013	1177635	0.4379	SRR10002924
Archaea	2157	D	1627	0	1627	6e-4	SRR10002924
Viruses	10239	D	844	7	851	3.2e-4	SRR10002924
Eukaryota	2759	D	614101	864	614965	0.50155	SRR10002893
Bacteria	2	D	609876	199	610075	0.49757	SRR10002893
Archaea	2157	D	602	0	602	4.9e-4	SRR10002893
Viruses	10239	D	459	15	474	3.9e-4	SRR10002893
Eukaryota	2759	D	1425074	1648	1426722	0.59419	SRR10002883
Bacteria	2	D	972226	329	972555	0.40504	SRR10002883
Archaea	2157	D	926	0	926	3.9e-4	SRR10002883
Viruses	10239	D	902	35	937	3.9e-4	SRR10002883
Eukaryota	2759	D	687098	992	688090	0.51012	SRR10002882
Bacteria	2	D	659281	209	659490	0.48892	SRR10002882
Archaea	2157	D	644	0	644	4.8e-4	SRR10002882
Viruses	10239	D	627	25	652	4.8e-4	SRR10002882
Eukaryota	2759	D	1229925	1178	1231103	0.55928	SRR10002941
Bacteria	2	D	967753	368	968121	0.43981	SRR10002941
Archaea	2157	D	1033	0	1033	4.7e-4	SRR10002941
Viruses	10239	D	948	23	971	4.4e-4	SRR10002941
Bacteria	2	D	461966	277	462243	0.81007	SRR10002964
Eukaryota	2759	D	107134	474	107608	0.18858	SRR10002964
Archaea	2157	D	567	0	567	9.9e-4	SRR10002964
Viruses	10239	D	177	24	201	3.5e-4	SRR10002964
Bacteria	2	D	729337	248	729585	0.59731	SRR10002944
Eukaryota	2759	D	489729	734	490463	0.40154	SRR10002944
Archaea	2157	D	932	0	932	7.6e-4	SRR10002944
Viruses	10239	D	457	2	459	3.8e-4	SRR10002944
Bacteria	2	D	1657868	301	1658169	0.50933	SRR10002951
Eukaryota	2759	D	1593950	1034	1594984	0.48992	SRR10002951
Archaea	2157	D	1308	0	1308	4e-4	SRR10002951
Viruses	10239	D	1145	9	1154	3.5e-4	SRR10002951
Eukaryota	2759	D	1746378	558	1746936	0.87698	SRR10002904
Bacteria	2	D	244509	41	244550	0.12277	SRR10002904
Archaea	2157	D	390	0	390	2e-4	SRR10002904
Viruses	10239	D	121	0	121	6e-5	SRR10002904
Eukaryota	2759	D	1625888	1353	1627241	0.7188	SRR10002933
Bacteria	2	D	634003	249	634252	0.28017	SRR10002933
Archaea	2157	D	1332	0	1332	5.9e-4	SRR10002933
Viruses	10239	D	968	30	998	4.4e-4	SRR10002933
Bacteria	2	D	907459	280	907739	0.5395	SRR10002936
Eukaryota	2759	D	771908	945	772853	0.45933	SRR10002936
Archaea	2157	D	1404	0	1404	8.3e-4	SRR10002936
Viruses	10239	D	470	81	551	3.3e-4	SRR10002936
Eukaryota	2759	D	1067585	1184	1068769	0.6058	SRR10002920
Bacteria	2	D	693783	229	694012	0.39338	SRR10002920
Archaea	2157	D	842	0	842	4.8e-4	SRR10002920
Viruses	10239	D	588	22	610	3.5e-4	SRR10002920
Bacteria	2	D	570820	170	570990	0.65342	SRR10002930
Eukaryota	2759	D	300993	728	301721	0.34528	SRR10002930
Archaea	2157	D	790	0	790	9e-4	SRR10002930
Viruses	10239	D	349	3	352	4e-4	SRR10002930
Bacteria	2	D	450306	166	450472	0.553	SRR10002957
Eukaryota	2759	D	361661	648	362309	0.44477	SRR10002957
Archaea	2157	D	1586	0	1586	0.00195	SRR10002957
Viruses	10239	D	232	4	236	2.9e-4	SRR10002957
Bacteria	2	D	821467	213	821680	0.51001	SRR10002902
Eukaryota	2759	D	785450	862	786312	0.48805	SRR10002902
Archaea	2157	D	2823	0	2823	0.00175	SRR10002902
Viruses	10239	D	299	4	303	1.9e-4	SRR10002902
Eukaryota	2759	D	1480327	1477	1481804	0.66177	SRR10002888
Bacteria	2	D	755453	275	755728	0.33751	SRR10002888
Archaea	2157	D	868	0	868	3.9e-4	SRR10002888
Viruses	10239	D	741	16	757	3.4e-4	SRR10002888
Bacteria	2	D	1161403	524	1161927	0.60116	SRR10002912
Eukaryota	2759	D	762970	1516	764486	0.39553	SRR10002912
Archaea	2157	D	5818	2	5820	0.00301	SRR10002912
Viruses	10239	D	503	66	569	2.9e-4	SRR10002912
Bacteria	2	D	605185	171	605356	0.6208	SRR10002967
Eukaryota	2759	D	367109	1109	368218	0.37761	SRR10002967
Archaea	2157	D	1256	0	1256	0.00129	SRR10002967
Viruses	10239	D	287	7	294	3e-4	SRR10002967
Eukaryota	2759	D	925159	859	926018	0.63067	SRR10002884
Bacteria	2	D	540682	225	540907	0.36839	SRR10002884
Archaea	2157	D	888	0	888	6e-4	SRR10002884
Viruses	10239	D	470	26	496	3.4e-4	SRR10002884
Bacteria	2	D	693632	402	694034	0.64886	SRR10002903
Eukaryota	2759	D	372944	761	373705	0.34938	SRR10002903
Archaea	2157	D	1191	0	1191	0.00111	SRR10002903
Viruses	10239	D	660	27	687	6.4e-4	SRR10002903
Eukaryota	2759	D	939859	898	940757	0.59124	SRR10002961
Bacteria	2	D	648622	217	648839	0.40778	SRR10002961
Archaea	2157	D	988	0	988	6.2e-4	SRR10002961
Viruses	10239	D	565	12	577	3.6e-4	SRR10002961
Bacteria	2	D	664767	166	664933	0.55513	SRR10002931
Eukaryota	2759	D	527663	781	528444	0.44118	SRR10002931
Archaea	2157	D	4121	1	4122	0.00344	SRR10002931
Viruses	10239	D	291	5	296	2.5e-4	SRR10002931
Bacteria	2	D	35774	24	35798	0.7267	SRR10002878
Eukaryota	2759	D	13409	17	13426	0.27255	SRR10002878
Archaea	2157	D	15	0	15	3e-4	SRR10002878
Viruses	10239	D	17	3	20	4.1e-4	SRR10002878
Bacteria	2	D	508161	215	508376	0.53959	SRR10002901
Eukaryota	2759	D	431912	511	432423	0.45898	SRR10002901
Archaea	2157	D	686	0	686	7.3e-4	SRR10002901
Viruses	10239	D	660	3	663	7e-4	SRR10002901
Bacteria	2	D	905468	346	905814	0.61705	SRR10002940
Eukaryota	2759	D	559799	986	560785	0.38201	SRR10002940
Archaea	2157	D	887	0	887	6e-4	SRR10002940
Viruses	10239	D	471	13	484	3.3e-4	SRR10002940
Bacteria	2	D	250572	179	250751	0.76417	SRR10002948
Eukaryota	2759	D	76255	512	76767	0.23395	SRR10002948
Archaea	2157	D	451	0	451	0.00137	SRR10002948
Viruses	10239	D	165	0	165	5e-4	SRR10002948
