name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	sample
Viruses	10239	D	1400	6	1406	5.3e-4	SRR10002773
Bacteria	2	D	799213	355	799568	0.75145	SRR10002759
Eukaryota	2759	D	262284	860	263144	0.24731	SRR10002759
Archaea	2157	D	986	0	986	0.00093000000000000005	SRR10002759
Viruses	10239	D	317	13	330	3.1e-4	SRR10002759
Bacteria	2	D	448278	202	448480	0.64225	SRR10002750
Eukaryota	2759	D	246535	570	247105	0.35387	SRR10002750
Archaea	2157	D	2497	1	2498	0.00358	SRR10002750
Viruses	10239	D	187	23	210	3e-4	SRR10002750
Eukaryota	2759	D	2160896	1088	2161984	0.62625	SRR10002771
Bacteria	2	D	1286727	353	1287080	0.37282	SRR10002771
Archaea	2157	D	892	0	892	2.6e-4	SRR10002771
Viruses	10239	D	2304	32	2336	6.8e-4	SRR10002771
Bacteria	2	D	491439	184	491623	0.60764	SRR10002707
Eukaryota	2759	D	315388	570	315958	0.39052	SRR10002707
Archaea	2157	D	1337	0	1337	0.00165	SRR10002707
Viruses	10239	D	129	25	154	1.9e-4	SRR10002707
Bacteria	2	D	440784	163	440947	0.81836	SRR10002702
Eukaryota	2759	D	96321	628	96949	0.17993	SRR10002702
Archaea	2157	D	780	1	781	0.00145	SRR10002702
Viruses	10239	D	141	1	142	2.6e-4	SRR10002702
Eukaryota	2759	D	1696779	931	1697710	0.60946	SRR10002766
Bacteria	2	D	1085917	260	1086177	0.38993	SRR10002766
Archaea	2157	D	921	0	921	3.3e-4	SRR10002766
Viruses	10239	D	775	7	782	2.8e-4	SRR10002766
Eukaryota	2759	D	1547872	1541	1549413	0.57446	SRR10002715
Bacteria	2	D	1145067	395	1145462	0.42469	SRR10002715
Archaea	2157	D	1515	0	1515	5.6e-4	SRR10002715
Viruses	10239	D	694	67	761	2.8e-4	SRR10002715
Eukaryota	2759	D	900876	1151	902027	0.52985	SRR10002720
Bacteria	2	D	798926	258	799184	0.46944	SRR10002720
Archaea	2157	D	835	0	835	4.9e-4	SRR10002720
Viruses	10239	D	367	3	370	2.2e-4	SRR10002720
Bacteria	2	D	743309	286	743595	0.63308	SRR10002719
Eukaryota	2759	D	429089	640	429729	0.36586	SRR10002719
Archaea	2157	D	931	0	931	7.9e-4	SRR10002719
Viruses	10239	D	290	17	307	2.6e-4	SRR10002719
Eukaryota	2759	D	1727108	896	1728004	0.6328	SRR10002765
Bacteria	2	D	1000733	217	1000950	0.36655	SRR10002765
Archaea	2157	D	1012	0	1012	3.7e-4	SRR10002765
Viruses	10239	D	778	2	780	2.9e-4	SRR10002765
Bacteria	2	D	1260090	449	1260539	0.50979	SRR10002714
Eukaryota	2759	D	1206857	1439	1208296	0.48866	SRR10002714
Archaea	2157	D	2954	0	2954	0.00119	SRR10002714
Viruses	10239	D	873	23	896	3.6e-4	SRR10002714
Bacteria	2	D	460375	205	460580	0.54277	SRR10002723
Eukaryota	2759	D	384214	724	384938	0.45363	SRR10002723
Archaea	2157	D	2812	1	2813	0.00331	SRR10002723
Viruses	10239	D	225	16	241	2.8e-4	SRR10002723
Eukaryota	2759	D	1546306	837	1547143	0.56696	SRR10002727
Bacteria	2	D	1178845	325	1179170	0.43212	SRR10002727
Archaea	2157	D	1809	0	1809	6.6e-4	SRR10002727
Viruses	10239	D	686	10	696	2.6e-4	SRR10002727
Bacteria	2	D	1439979	416	1440395	0.54023	SRR10002733
Eukaryota	2759	D	1222546	1010	1223556	0.45891	SRR10002733
Archaea	2157	D	1404	0	1404	5.3e-4	SRR10002733
Viruses	10239	D	874	10	884	3.3e-4	SRR10002733
Bacteria	2	D	1998972	370	1999342	0.59273	SRR10002678
Eukaryota	2759	D	1369980	1177	1371157	0.40649	SRR10002678
Archaea	2157	D	1339	0	1339	4e-4	SRR10002678
Viruses	10239	D	1279	5	1284	3.8e-4	SRR10002678
Eukaryota	2759	D	3039642	1222	3040864	0.85061	SRR10002770
Bacteria	2	D	533355	129	533484	0.14923	SRR10002770
Archaea	2157	D	296	0	296	8e-5	SRR10002770
Viruses	10239	D	267	1	268	7e-5	SRR10002770
Bacteria	2	D	553135	138	553273	0.58918	SRR10002712
Eukaryota	2759	D	383335	590	383925	0.40884	SRR10002712
Archaea	2157	D	1638	0	1638	0.00174	SRR10002712
Viruses	10239	D	210	2	212	2.3e-4	SRR10002712
Bacteria	2	D	845781	8467	854248	0.98487	SRR10002688
Eukaryota	2759	D	12921	11	12932	0.01491	SRR10002688
Archaea	2157	D	13	0	13	1e-5	SRR10002688
Viruses	10239	D	13	162	175	2e-4	SRR10002688
Bacteria	2	D	943795	288	944083	0.7035	SRR10002717
Eukaryota	2759	D	395680	716	396396	0.29538	SRR10002717
Archaea	2157	D	1137	0	1137	8.5e-4	SRR10002717
Viruses	10239	D	341	14	355	2.6e-4	SRR10002717
Bacteria	2	D	912720	423	913143	0.61133	SRR10002722
Eukaryota	2759	D	577483	964	578447	0.38725	SRR10002722
Archaea	2157	D	1720	0	1720	0.00115	SRR10002722
Viruses	10239	D	382	17	399	2.7e-4	SRR10002722
Bacteria	2	D	894613	340	894953	0.53304	SRR10002701
Eukaryota	2759	D	781289	957	782246	0.46591	SRR10002701
Archaea	2157	D	929	0	929	5.5e-4	SRR10002701
Viruses	10239	D	812	24	836	5e-4	SRR10002701
Bacteria	2	D	596387	172	596559	0.67465	SRR10002710
Eukaryota	2759	D	283481	649	284130	0.32132	SRR10002710
Archaea	2157	D	3276	1	3277	0.00371	SRR10002710
Viruses	10239	D	277	6	283	3.2e-4	SRR10002710
Eukaryota	2759	D	1078557	680	1079237	0.52948	SRR10002683
Bacteria	2	D	956848	208	957056	0.46953	SRR10002683
Archaea	2157	D	1051	0	1051	5.2e-4	SRR10002683
Viruses	10239	D	958	3	961	4.7e-4	SRR10002683
Eukaryota	2759	D	2022033	663	2022696	0.86846	SRR10002769
Bacteria	2	D	305927	35	305962	0.13137	SRR10002769
Archaea	2157	D	217	0	217	9e-5	SRR10002769
Viruses	10239	D	194	2	196	8e-5	SRR10002769
Bacteria	2	D	465896	209	466105	0.53287	SRR10002741
Eukaryota	2759	D	404343	670	405013	0.46302	SRR10002741
Archaea	2157	D	3381	1	3382	0.00387	SRR10002741
Viruses	10239	D	195	15	210	2.4e-4	SRR10002741
Eukaryota	2759	D	2715830	1000	2716830	0.69138	SRR10002687
Bacteria	2	D	1210799	182	1210981	0.30817	SRR10002687
Archaea	2157	D	1123	0	1123	2.9e-4	SRR10002687
Viruses	10239	D	654	8	662	1.7e-4	SRR10002687
Eukaryota	2759	D	1602111	843	1602954	0.63754	SRR10002680
Bacteria	2	D	909542	144	909686	0.36181	SRR10002680
Archaea	2157	D	993	0	993	3.9e-4	SRR10002680
Viruses	10239	D	657	1	658	2.6e-4	SRR10002680
Eukaryota	2759	D	1269117	717	1269834	0.61285	SRR10002690
Bacteria	2	D	799876	216	800092	0.38614	SRR10002690
Archaea	2157	D	1592	0	1592	7.7e-4	SRR10002690
Viruses	10239	D	500	10	510	2.5e-4	SRR10002690
Bacteria	2	D	879133	288	879421	0.5014	SRR10002718
Eukaryota	2759	D	868586	1119	869705	0.49586	SRR10002718
Archaea	2157	D	4211	1	4212	0.0024	SRR10002718
Viruses	10239	D	568	9	577	3.3e-4	SRR10002718
Bacteria	2	D	1397470	376	1397846	0.50116	SRR10002732
Eukaryota	2759	D	1386870	1008	1387878	0.49759	SRR10002732
Archaea	2157	D	2078	0	2078	7.5e-4	SRR10002732
Viruses	10239	D	1376	14	1390	5e-4	SRR10002732
Bacteria	2	D	1943132	373	1943505	0.62719	SRR10002679
Eukaryota	2759	D	1148169	1447	1149616	0.37099	SRR10002679
Archaea	2157	D	4867	1	4868	0.00157	SRR10002679
Viruses	10239	D	757	8	765	2.5e-4	SRR10002679
Eukaryota	2759	D	640496	552	641048	0.59165	SRR10002696
Bacteria	2	D	441169	163	441332	0.40733	SRR10002696
Archaea	2157	D	739	0	739	6.8e-4	SRR10002696
Viruses	10239	D	360	4	364	3.4e-4	SRR10002696
Bacteria	2	D	622050	206	622256	0.53884	SRR10002763
Eukaryota	2759	D	530554	658	531212	0.46	SRR10002763
Archaea	2157	D	932	0	932	8.1e-4	SRR10002763
Viruses	10239	D	403	5	408	3.5e-4	SRR10002763
Bacteria	2	D	757362	226	757588	0.62781	SRR10002708
Eukaryota	2759	D	446586	933	447519	0.37085	SRR10002708
Archaea	2157	D	1353	0	1353	0.00112	SRR10002708
Viruses	10239	D	240	21	261	2.2e-4	SRR10002708
Bacteria	2	D	1184415	272	1184687	0.63928	SRR10002734
Eukaryota	2759	D	660390	1130	661520	0.35697	SRR10002734
Archaea	2157	D	6056	2	6058	0.00327	SRR10002734
Viruses	10239	D	899	4	903	4.9e-4	SRR10002734
Eukaryota	2759	D	1695354	881	1696235	0.68165	SRR10002685
Bacteria	2	D	790626	198	790824	0.3178	SRR10002685
Archaea	2157	D	719	0	719	2.9e-4	SRR10002685
Viruses	10239	D	639	1	640	2.6e-4	SRR10002685
Eukaryota	2759	D	778573	840	779413	0.55794	SRR10002738
Bacteria	2	D	615020	167	615187	0.44038	SRR10002738
Archaea	2157	D	2064	0	2064	0.00148	SRR10002738
Viruses	10239	D	265	18	283	2e-4	SRR10002738
Eukaryota	2759	D	1223873	797	1224670	0.51813	SRR10002686
Bacteria	2	D	1135794	241	1136035	0.48063	SRR10002686
Archaea	2157	D	2104	0	2104	8.9e-4	SRR10002686
Viruses	10239	D	815	10	825	3.5e-4	SRR10002686
Bacteria	2	D	955167	326	955493	0.56761	SRR10002693
Eukaryota	2759	D	725641	515	726156	0.43137	SRR10002693
Archaea	2157	D	467	0	467	2.8e-4	SRR10002693
Viruses	10239	D	1212	24	1236	7.3e-4	SRR10002693
Bacteria	2	D	565845	457	566302	0.91245	SRR10002689
Eukaryota	2759	D	51849	572	52421	0.08446	SRR10002689
Archaea	2157	D	1707	3	1710	0.00276	SRR10002689
Viruses	10239	D	204	3	207	3.3e-4	SRR10002689
Bacteria	2	D	1078533	258	1078791	0.53988	SRR10002774
Eukaryota	2759	D	915958	1229	917187	0.45901	SRR10002774
Archaea	2157	D	1279	0	1279	6.4e-4	SRR10002774
Viruses	10239	D	933	6	939	4.7e-4	SRR10002774
Eukaryota	2759	D	751215	809	752024	0.5451	SRR10002739
Bacteria	2	D	626008	159	626167	0.45388	SRR10002739
Archaea	2157	D	1005	0	1005	7.3e-4	SRR10002739
Viruses	10239	D	394	9	403	2.9e-4	SRR10002739
Bacteria	2	D	1432736	314	1433050	0.5171	SRR10002735
Eukaryota	2759	D	1335005	915	1335920	0.48205	SRR10002735
Archaea	2157	D	1327	0	1327	4.8e-4	SRR10002735
Viruses	10239	D	1033	7	1040	3.8e-4	SRR10002735
Eukaryota	2759	D	1071557	1232	1072789	0.50359	SRR10002716
Bacteria	2	D	1055282	371	1055653	0.49554	SRR10002716
Archaea	2157	D	1211	0	1211	5.7e-4	SRR10002716
Viruses	10239	D	625	15	640	3e-4	SRR10002716
Bacteria	2	D	712912	236	713148	0.59343	SRR10002713
Eukaryota	2759	D	483508	835	484343	0.40304	SRR10002713
Archaea	2157	D	3876	1	3877	0.00323	SRR10002713
Viruses	10239	D	355	12	367	3.1e-4	SRR10002713
Eukaryota	2759	D	1342721	858	1343579	0.64985	SRR10002754
Bacteria	2	D	721798	169	721967	0.3492	SRR10002754
Archaea	2157	D	1463	0	1463	7.1e-4	SRR10002754
Viruses	10239	D	481	23	504	2.4e-4	SRR10002754
Bacteria	2	D	851577	349	851926	0.60275	SRR10002762
Eukaryota	2759	D	557790	893	558683	0.39527	SRR10002762
Archaea	2157	D	2395	1	2396	0.0017	SRR10002762
Viruses	10239	D	387	14	401	2.8e-4	SRR10002762
Bacteria	2	D	1173856	259	1174115	0.52212	SRR10002729
Eukaryota	2759	D	1072037	804	1072841	0.47709	SRR10002729
Archaea	2157	D	928	0	928	4.1e-4	SRR10002729
Viruses	10239	D	833	16	849	3.8e-4	SRR10002729
Bacteria	2	D	1619520	425	1619945	0.55031	SRR10002724
Eukaryota	2759	D	1319763	1012	1320775	0.44868	SRR10002724
Archaea	2157	D	1945	0	1945	6.6e-4	SRR10002724
Viruses	10239	D	1026	18	1044	3.5e-4	SRR10002724
Bacteria	2	D	853825	329	854154	0.63784	SRR10002757
Eukaryota	2759	D	478203	873	479076	0.35775	SRR10002757
Archaea	2157	D	5567	3	5570	0.00416	SRR10002757
Viruses	10239	D	321	9	330	2.5e-4	SRR10002757
Bacteria	2	D	304292	92	304384	0.51999	SRR10002746
Eukaryota	2759	D	279699	422	280121	0.47854	SRR10002746
Archaea	2157	D	393	0	393	6.7e-4	SRR10002746
Viruses	10239	D	463	1	464	7.9e-4	SRR10002746
Eukaryota	2759	D	1431683	1381	1433064	0.65503	SRR10002676
Bacteria	2	D	752846	270	753116	0.34424	SRR10002676
Archaea	2157	D	785	0	785	3.6e-4	SRR10002676
Viruses	10239	D	784	27	811	3.7e-4	SRR10002676
Bacteria	2	D	547597	607	548204	0.94287	SRR10002709
Eukaryota	2759	D	31662	376	32038	0.0551	SRR10002709
Archaea	2157	D	1008	2	1010	0.00174	SRR10002709
Viruses	10239	D	142	25	167	2.9e-4	SRR10002709
Eukaryota	2759	D	1077738	1311	1079049	0.54157	SRR10002677
Bacteria	2	D	911302	293	911595	0.45753	SRR10002677
Archaea	2157	D	1006	0	1006	5e-4	SRR10002677
Viruses	10239	D	752	30	782	3.9e-4	SRR10002677
Eukaryota	2759	D	1665404	1521	1666925	0.57245	SRR10002753
Bacteria	2	D	1238995	338	1239333	0.42561	SRR10002753
Archaea	2157	D	4395	1	4396	0.00151	SRR10002753
Viruses	10239	D	1214	48	1262	4.3e-4	SRR10002753
Bacteria	2	D	686513	323	686836	0.61064	SRR10002758
Eukaryota	2759	D	435838	752	436590	0.38816	SRR10002758
Archaea	2157	D	983	0	983	8.7e-4	SRR10002758
Viruses	10239	D	354	15	369	3.3e-4	SRR10002758
Eukaryota	2759	D	1556793	925	1557718	0.56993	SRR10002730
Bacteria	2	D	1172868	289	1173157	0.42923	SRR10002730
Archaea	2157	D	1094	0	1094	4e-4	SRR10002730
Viruses	10239	D	1174	13	1187	4.3e-4	SRR10002730
Bacteria	2	D	1793712	420	1794132	0.57882	SRR10002728
Eukaryota	2759	D	1301335	1017	1302352	0.42016	SRR10002728
Archaea	2157	D	1966	0	1966	6.3e-4	SRR10002728
Viruses	10239	D	1156	18	1174	3.8e-4	SRR10002728
Eukaryota	2759	D	879071	708	879779	0.66892	SRR10002736
Bacteria	2	D	433693	123	433816	0.32984	SRR10002736
Archaea	2157	D	1267	0	1267	9.6e-4	SRR10002736
Viruses	10239	D	345	6	351	2.7e-4	SRR10002736
Eukaryota	2759	D	880878	847	881725	0.54895	SRR10002749
Bacteria	2	D	722532	248	722780	0.44999	SRR10002749
Archaea	2157	D	1182	0	1182	7.4e-4	SRR10002749
Viruses	10239	D	509	20	529	3.3e-4	SRR10002749
Eukaryota	2759	D	1844883	1552	1846435	0.65403	SRR10002743
Bacteria	2	D	974948	291	975239	0.34544	SRR10002743
Archaea	2157	D	1208	0	1208	4.3e-4	SRR10002743
Viruses	10239	D	286	5	291	1e-4	SRR10002743
Bacteria	2	D	918913	432	919345	0.60088	SRR10002700
Eukaryota	2759	D	608162	964	609126	0.39812	SRR10002700
Archaea	2157	D	1044	0	1044	6.8e-4	SRR10002700
Viruses	10239	D	419	56	475	3.1e-4	SRR10002700
Eukaryota	2759	D	747785	630	748415	0.60704	SRR10002745
Bacteria	2	D	483055	100	483155	0.39189	SRR10002745
Archaea	2157	D	1017	0	1017	8.2e-4	SRR10002745
Viruses	10239	D	292	6	298	2.4e-4	SRR10002745
Bacteria	2	D	997708	216	997924	0.66843	SRR10002767
Eukaryota	2759	D	492583	710	493293	0.33042	SRR10002767
Archaea	2157	D	773	0	773	5.2e-4	SRR10002767
Viruses	10239	D	953	1	954	6.4e-4	SRR10002767
Eukaryota	2759	D	1600992	1515	1602507	0.68271	SRR10002675
Bacteria	2	D	736439	271	736710	0.31386	SRR10002675
Archaea	2157	D	7401	1	7402	0.00315	SRR10002675
Viruses	10239	D	605	37	642	2.7e-4	SRR10002675
Bacteria	2	D	1087170	392	1087562	0.73115	SRR10002721
Eukaryota	2759	D	397279	743	398022	0.26759	SRR10002721
Archaea	2157	D	1513	0	1513	0.00102	SRR10002721
Viruses	10239	D	326	34	360	2.4e-4	SRR10002721
Bacteria	2	D	556053	183	556236	0.60586	SRR10002742
Eukaryota	2759	D	356414	767	357181	0.38905	SRR10002742
Archaea	2157	D	4444	1	4445	0.00484	SRR10002742
Viruses	10239	D	224	7	231	2.5e-4	SRR10002742
Bacteria	2	D	944483	313	944796	0.6728	SRR10002755
Eukaryota	2759	D	457167	777	457944	0.32611	SRR10002755
Archaea	2157	D	1151	0	1151	8.2e-4	SRR10002755
Viruses	10239	D	361	15	376	2.7e-4	SRR10002755
Bacteria	2	D	301491	206	301697	0.82792	SRR10002691
Eukaryota	2759	D	61882	244	62126	0.17049	SRR10002691
Archaea	2157	D	420	0	420	0.00115	SRR10002691
Viruses	10239	D	128	30	158	4.3e-4	SRR10002691
Bacteria	2	D	390914	131	391045	0.64989	SRR10002744
Eukaryota	2759	D	209343	463	209806	0.34868	SRR10002744
Archaea	2157	D	435	0	435	7.2e-4	SRR10002744
Viruses	10239	D	249	174	423	7e-4	SRR10002744
Bacteria	2	D	898709	251	898960	0.54708	SRR10002756
Eukaryota	2759	D	741720	949	742669	0.45196	SRR10002756
Archaea	2157	D	1060	0	1060	6.5e-4	SRR10002756
Viruses	10239	D	515	4	519	3.2e-4	SRR10002756
Bacteria	2	D	1179357	218	1179575	0.54076	SRR10002682
Eukaryota	2759	D	998259	797	999056	0.45801	SRR10002682
Archaea	2157	D	1635	0	1635	7.5e-4	SRR10002682
Viruses	10239	D	1043	3	1046	4.8e-4	SRR10002682
Eukaryota	2759	D	1364124	754	1364878	0.66125	SRR10002697
Bacteria	2	D	697932	312	698244	0.33828	SRR10002697
Archaea	2157	D	290	0	290	1.4e-4	SRR10002697
Viruses	10239	D	528	158	686	3.3e-4	SRR10002697
Bacteria	2	D	737921	164	738085	0.60224	SRR10002706
Eukaryota	2759	D	485103	787	485890	0.39646	SRR10002706
Archaea	2157	D	1331	0	1331	0.00109	SRR10002706
Viruses	10239	D	259	8	267	2.2e-4	SRR10002706
Eukaryota	2759	D	657523	779	658302	0.61983	SRR10002695
Bacteria	2	D	402409	191	402600	0.37907	SRR10002695
Archaea	2157	D	803	0	803	7.6e-4	SRR10002695
Viruses	10239	D	355	8	363	3.4e-4	SRR10002695
