name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	sample
Eukaryota	2759	D	640314	1534	641848	0.36855	SRR10002827
Archaea	2157	D	2234	1	2235	0.00128	SRR10002827
Viruses	10239	D	680	12	692	4e-4	SRR10002827
Eukaryota	2759	D	3205656	2118	3207774	0.79493	SRR10002823
Bacteria	2	D	825507	317	825824	0.20465	SRR10002823
Archaea	2157	D	643	0	643	1.6e-4	SRR10002823
Viruses	10239	D	1049	13	1062	2.6e-4	SRR10002823
Bacteria	2	D	608912	128	609040	0.51621	SRR10002808
Eukaryota	2759	D	569102	577	569679	0.48285	SRR10002808
Archaea	2157	D	690	0	690	5.8e-4	SRR10002808
Viruses	10239	D	414	4	418	3.5e-4	SRR10002808
Eukaryota	2759	D	923198	1129	924327	0.50134	SRR10002861
Bacteria	2	D	917090	393	917483	0.49763	SRR10002861
Archaea	2157	D	1213	0	1213	6.6e-4	SRR10002861
Viruses	10239	D	685	5	690	3.7e-4	SRR10002861
Bacteria	2	D	1057109	381	1057490	0.56613	SRR10002865
Eukaryota	2759	D	806173	1081	807254	0.43216	SRR10002865
Archaea	2157	D	2412	0	2412	0.00129	SRR10002865
Viruses	10239	D	774	11	785	4.2e-4	SRR10002865
Eukaryota	2759	D	1499683	778	1500461	0.63711	SRR10002847
Bacteria	2	D	852610	268	852878	0.36214	SRR10002847
Archaea	2157	D	798	0	798	3.4e-4	SRR10002847
Viruses	10239	D	953	4	957	4.1e-4	SRR10002847
Bacteria	2	D	1394599	560	1395159	0.75942	SRR10002828
Eukaryota	2759	D	435562	1148	436710	0.23771	SRR10002828
Archaea	2157	D	4702	2	4704	0.00256	SRR10002828
Viruses	10239	D	532	20	552	3e-4	SRR10002828
Eukaryota	2759	D	1028832	982	1029814	0.59746	SRR10002866
Bacteria	2	D	691960	352	692312	0.40165	SRR10002866
Archaea	2157	D	646	0	646	3.7e-4	SRR10002866
Viruses	10239	D	861	14	875	5.1e-4	SRR10002866
Eukaryota	2759	D	1179559	647	1180206	0.62655	SRR10002795
Bacteria	2	D	702077	178	702255	0.37282	SRR10002795
Archaea	2157	D	552	0	552	2.9e-4	SRR10002795
Viruses	10239	D	621	8	629	3.3e-4	SRR10002795
Bacteria	2	D	942221	389	942610	0.51156	SRR10002860
Eukaryota	2759	D	896760	1135	897895	0.4873	SRR10002860
Archaea	2157	D	1372	0	1372	7.4e-4	SRR10002860
Viruses	10239	D	707	22	729	4e-4	SRR10002860
Bacteria	2	D	1329143	292	1329435	0.55402	SRR10002841
Eukaryota	2759	D	1066073	1152	1067225	0.44475	SRR10002841
Archaea	2157	D	1276	0	1276	5.3e-4	SRR10002841
Viruses	10239	D	1671	7	1678	7e-4	SRR10002841
Eukaryota	2759	D	1372193	502	1372695	0.75965	SRR10002859
Bacteria	2	D	433544	109	433653	0.23999	SRR10002859
Archaea	2157	D	287	0	287	1.6e-4	SRR10002859
Viruses	10239	D	345	18	363	2e-4	SRR10002859
Eukaryota	2759	D	802138	732	802870	0.59809	SRR10002799
Bacteria	2	D	538298	166	538464	0.40112	SRR10002799
Archaea	2157	D	655	0	655	4.9e-4	SRR10002799
Viruses	10239	D	389	12	401	3e-4	SRR10002799
Bacteria	2	D	43529	32	43561	0.57227	SRR10002815
Eukaryota	2759	D	32496	12	32508	0.42707	SRR10002815
Archaea	2157	D	6	0	6	8e-5	SRR10002815
Viruses	10239	D	27	15	42	5.5e-4	SRR10002815
Eukaryota	2759	D	554906	599	555505	0.66454	SRR10002843
Bacteria	2	D	279781	87	279868	0.3348	SRR10002843
Archaea	2157	D	317	0	317	3.8e-4	SRR10002843
Viruses	10239	D	232	3	235	2.8e-4	SRR10002843
Eukaryota	2759	D	1513576	882	1514458	0.68234	SRR10002838
Bacteria	2	D	703441	216	703657	0.31703	SRR10002838
Archaea	2157	D	513	0	513	2.3e-4	SRR10002838
Viruses	10239	D	872	16	888	4e-4	SRR10002838
Bacteria	2	D	1500019	577	1500596	0.66544	SRR10002780
Eukaryota	2759	D	747265	1466	748731	0.33203	SRR10002780
Archaea	2157	D	4702	2	4704	0.00209	SRR10002780
Viruses	10239	D	976	32	1008	4.5e-4	SRR10002780
Bacteria	2	D	927058	169	927227	0.70168	SRR10002800
Eukaryota	2759	D	391974	726	392700	0.29718	SRR10002800
Archaea	2157	D	1206	0	1206	9.1e-4	SRR10002800
Viruses	10239	D	298	2	300	2.3e-4	SRR10002800
Bacteria	2	D	491683	1321	493004	0.72346	SRR10002804
Eukaryota	2759	D	186633	768	187401	0.275	SRR10002804
Archaea	2157	D	812	0	812	0.00119	SRR10002804
Viruses	10239	D	228	5	233	3.4e-4	SRR10002804
Bacteria	2	D	899956	308	900264	0.57387	SRR10002868
Eukaryota	2759	D	665392	897	666289	0.42473	SRR10002868
Archaea	2157	D	1570	0	1570	0.001	SRR10002868
Viruses	10239	D	612	12	624	4e-4	SRR10002868
Bacteria	2	D	1172617	322	1172939	0.50964	SRR10002781
Eukaryota	2759	D	1125450	1496	1126946	0.48966	SRR10002781
Archaea	2157	D	1106	0	1106	4.8e-4	SRR10002781
Viruses	10239	D	500	13	513	2.2e-4	SRR10002781
Bacteria	2	D	1869057	410	1869467	0.54041	SRR10002818
Eukaryota	2759	D	1585255	1344	1586599	0.45864	SRR10002818
Archaea	2157	D	1981	0	1981	5.7e-4	SRR10002818
Viruses	10239	D	1274	16	1290	3.7e-4	SRR10002818
Bacteria	2	D	743861	323	744184	0.52455	SRR10002867
Eukaryota	2759	D	672066	842	672908	0.47431	SRR10002867
Archaea	2157	D	969	0	969	6.8e-4	SRR10002867
Viruses	10239	D	615	21	636	4.5e-4	SRR10002867
Eukaryota	2759	D	1280920	1300	1282220	0.58161	SRR10002833
Bacteria	2	D	919269	457	919726	0.41718	SRR10002833
Archaea	2157	D	1655	0	1655	7.5e-4	SRR10002833
Viruses	10239	D	973	29	1002	4.5e-4	SRR10002833
Bacteria	2	D	637233	143	637376	0.51723	SRR10002805
Eukaryota	2759	D	592745	775	593520	0.48164	SRR10002805
Archaea	2157	D	907	0	907	7.4e-4	SRR10002805
Viruses	10239	D	478	1	479	3.9e-4	SRR10002805
Eukaryota	2759	D	886584	962	887546	0.53659	SRR10002786
Bacteria	2	D	764141	280	764421	0.46215	SRR10002786
Archaea	2157	D	1426	0	1426	8.6e-4	SRR10002786
Viruses	10239	D	645	19	664	4e-4	SRR10002786
Eukaryota	2759	D	1790474	978	1791452	0.61297	SRR10002791
Bacteria	2	D	1128757	272	1129029	0.38631	SRR10002791
Archaea	2157	D	900	0	900	3.1e-4	SRR10002791
Viruses	10239	D	1186	14	1200	4.1e-4	SRR10002791
Bacteria	2	D	581929	261	582190	0.52145	SRR10002855
Eukaryota	2759	D	531845	728	532573	0.47701	SRR10002855
Archaea	2157	D	1454	0	1454	0.0013	SRR10002855
Viruses	10239	D	245	24	269	2.4e-4	SRR10002855
Eukaryota	2759	D	1317723	918	1318641	0.51452	SRR10002797
Bacteria	2	D	1238637	279	1238916	0.48341	SRR10002797
Archaea	2157	D	4462	1	4463	0.00174	SRR10002797
Viruses	10239	D	823	3	826	3.2e-4	SRR10002797
Bacteria	2	D	781718	265	781983	0.53047	SRR10002778
Eukaryota	2759	D	689969	996	690965	0.46872	SRR10002778
Archaea	2157	D	799	0	799	5.4e-4	SRR10002778
Viruses	10239	D	382	7	389	2.6e-4	SRR10002778
Eukaryota	2759	D	1728921	1091	1730012	0.57707	SRR10002870
Bacteria	2	D	1256778	391	1257169	0.41935	SRR10002870
Archaea	2157	D	9398	2	9400	0.00314	SRR10002870
Viruses	10239	D	1315	11	1326	4.4e-4	SRR10002870
Eukaryota	2759	D	661193	668	661861	0.55717	SRR10002802
Bacteria	2	D	524891	129	525020	0.44198	SRR10002802
Archaea	2157	D	737	0	737	6.2e-4	SRR10002802
Viruses	10239	D	263	6	269	2.3e-4	SRR10002802
Eukaryota	2759	D	1309775	1398	1311173	0.51975	SRR10002776
Bacteria	2	D	1208540	419	1208959	0.47923	SRR10002776
Archaea	2157	D	1609	0	1609	6.4e-4	SRR10002776
Viruses	10239	D	949	31	980	3.9e-4	SRR10002776
Bacteria	2	D	1307315	380	1307695	0.69098	SRR10002779
Eukaryota	2759	D	580118	1111	581229	0.30712	SRR10002779
Archaea	2157	D	2976	1	2977	0.00157	SRR10002779
Viruses	10239	D	563	51	614	3.2e-4	SRR10002779
Bacteria	2	D	534341	238	534579	0.65873	SRR10002872
Eukaryota	2759	D	274744	833	275577	0.33958	SRR10002872
Archaea	2157	D	1097	0	1097	0.00135	SRR10002872
Viruses	10239	D	269	9	278	3.4e-4	SRR10002872
Bacteria	2	D	630870	158	631028	0.64257	SRR10002801
Eukaryota	2759	D	348552	923	349475	0.35586	SRR10002801
Archaea	2157	D	1031	0	1031	0.00105	SRR10002801
Viruses	10239	D	507	1	508	5.2e-4	SRR10002801
Eukaryota	2759	D	2279389	772	2280161	0.77699	SRR10002794
Bacteria	2	D	653129	129	653258	0.22261	SRR10002794
Archaea	2157	D	498	0	498	1.7e-4	SRR10002794
Viruses	10239	D	682	6	688	2.3e-4	SRR10002794
Eukaryota	2759	D	2090547	1019	2091566	0.6574	SRR10002821
Bacteria	2	D	1087608	186	1087794	0.3419	SRR10002821
Archaea	2157	D	1447	0	1447	4.5e-4	SRR10002821
Viruses	10239	D	763	2	765	2.4e-4	SRR10002821
Eukaryota	2759	D	2909272	689	2909961	0.8735	SRR10002792
Bacteria	2	D	420541	100	420641	0.12627	SRR10002792
Archaea	2157	D	380	0	380	1.1e-4	SRR10002792
Viruses	10239	D	378	1	379	1.1e-4	SRR10002792
Bacteria	2	D	1604652	770	1605422	0.56517	SRR10002862
Eukaryota	2759	D	1230588	1715	1232303	0.43382	SRR10002862
Archaea	2157	D	1520	0	1520	5.4e-4	SRR10002862
Viruses	10239	D	1302	37	1339	4.7e-4	SRR10002862
Bacteria	2	D	693949	213	694162	0.58435	SRR10002777
Eukaryota	2759	D	491570	701	492271	0.4144	SRR10002777
Archaea	2157	D	1074	0	1074	9e-4	SRR10002777
Viruses	10239	D	406	8	414	3.5e-4	SRR10002777
Eukaryota	2759	D	1713749	1403	1715152	0.70909	SRR10002863
Bacteria	2	D	699264	266	699530	0.28921	SRR10002863
Archaea	2157	D	3743	0	3743	0.00155	SRR10002863
Viruses	10239	D	351	14	365	1.5e-4	SRR10002863
Bacteria	2	D	1488951	576	1489527	0.71249	SRR10002864
Eukaryota	2759	D	593390	1314	594704	0.28447	SRR10002864
Archaea	2157	D	5690	3	5693	0.00272	SRR10002864
Viruses	10239	D	638	24	662	3.2e-4	SRR10002864
Bacteria	2	D	319653	195	319848	0.91237	SRR10002813
Eukaryota	2759	D	30363	25	30388	0.08668	SRR10002813
Archaea	2157	D	19	0	19	5e-5	SRR10002813
Viruses	10239	D	77	237	314	9e-4	SRR10002813
Bacteria	2	D	1062182	433	1062615	0.53366	SRR10002822
Eukaryota	2759	D	924735	1185	925920	0.46501	SRR10002822
Archaea	2157	D	1742	0	1742	8.7e-4	SRR10002822
Viruses	10239	D	888	18	906	4.6e-4	SRR10002822
Eukaryota	2759	D	1045798	807	1046605	0.71666	SRR10002849
Bacteria	2	D	412675	100	412775	0.28265	SRR10002849
Archaea	2157	D	617	0	617	4.2e-4	SRR10002849
Viruses	10239	D	366	35	401	2.7e-4	SRR10002849
Bacteria	2	D	39019	25	39044	0.71601	SRR10002814
Eukaryota	2759	D	15440	8	15448	0.28329	SRR10002814
Archaea	2157	D	10	0	10	1.8e-4	SRR10002814
Viruses	10239	D	20	6	26	4.8e-4	SRR10002814
Eukaryota	2759	D	971514	680	972194	0.53659	SRR10002798
Bacteria	2	D	837326	235	837561	0.46228	SRR10002798
Archaea	2157	D	1233	0	1233	6.8e-4	SRR10002798
Viruses	10239	D	797	6	803	4.4e-4	SRR10002798
Eukaryota	2759	D	1493477	613	1494090	0.67283	SRR10002858
Bacteria	2	D	724720	168	724888	0.32644	SRR10002858
Archaea	2157	D	1106	0	1106	5e-4	SRR10002858
Viruses	10239	D	530	3	533	2.4e-4	SRR10002858
Eukaryota	2759	D	1503359	1040	1504399	0.55114	SRR10002810
Bacteria	2	D	1222448	312	1222760	0.44796	SRR10002810
Archaea	2157	D	1231	0	1231	4.5e-4	SRR10002810
Viruses	10239	D	1213	6	1219	4.5e-4	SRR10002810
Bacteria	2	D	878429	192	878621	0.63358	SRR10002806
Eukaryota	2759	D	505211	856	506067	0.36493	SRR10002806
Archaea	2157	D	1735	0	1735	0.00125	SRR10002806
Viruses	10239	D	335	6	341	2.5e-4	SRR10002806
Bacteria	2	D	126632	83	126715	0.82559	SRR10002816
Eukaryota	2759	D	26619	35	26654	0.17366	SRR10002816
Archaea	2157	D	12	0	12	8e-5	SRR10002816
Viruses	10239	D	35	68	103	6.7e-4	SRR10002816
Bacteria	2	D	511519	256	511775	0.83371	SRR10002831
Eukaryota	2759	D	99618	631	100249	0.16331	SRR10002831
Archaea	2157	D	1245	1	1246	0.00203	SRR10002831
Viruses	10239	D	578	3	581	9.5e-4	SRR10002831
Bacteria	2	D	1721905	295	1722200	0.57406	SRR10002788
Eukaryota	2759	D	1274622	916	1275538	0.42517	SRR10002788
Archaea	2157	D	1175	0	1175	3.9e-4	SRR10002788
Viruses	10239	D	1108	12	1120	3.7e-4	SRR10002788
Bacteria	2	D	376012	223	376235	0.71512	SRR10002871
Eukaryota	2759	D	148322	565	148887	0.28299	SRR10002871
Archaea	2157	D	832	0	832	0.00158	SRR10002871
Viruses	10239	D	144	12	156	3e-4	SRR10002871
Bacteria	2	D	1171812	269	1172081	0.68083	SRR10002807
Eukaryota	2759	D	546962	864	547826	0.31822	SRR10002807
Archaea	2157	D	1086	0	1086	6.3e-4	SRR10002807
Viruses	10239	D	552	4	556	3.2e-4	SRR10002807
Bacteria	2	D	425749	174	425923	0.59488	SRR10002840
Eukaryota	2759	D	288328	536	288864	0.40345	SRR10002840
Archaea	2157	D	460	0	460	6.4e-4	SRR10002840
Viruses	10239	D	717	12	729	0.00102	SRR10002840
Bacteria	2	D	799655	235	799890	0.65885	SRR10002854
Eukaryota	2759	D	412072	583	412655	0.3399	SRR10002854
Archaea	2157	D	1221	0	1221	0.00101	SRR10002854
Viruses	10239	D	283	15	298	2.5e-4	SRR10002854
Eukaryota	2759	D	3187943	666	3188609	0.97483	SRR10002839
Bacteria	2	D	82187	21	82208	0.02513	SRR10002839
Archaea	2157	D	66	0	66	2e-5	SRR10002839
Viruses	10239	D	57	2	59	2e-5	SRR10002839
Eukaryota	2759	D	731744	794	732538	0.53145	SRR10002809
Bacteria	2	D	643705	139	643844	0.4671	SRR10002809
Archaea	2157	D	1580	0	1580	0.00115	SRR10002809
Viruses	10239	D	415	2	417	3e-4	SRR10002809
Eukaryota	2759	D	1359821	664	1360485	0.6305	SRR10002793
Bacteria	2	D	795729	152	795881	0.36884	SRR10002793
Archaea	2157	D	671	0	671	3.1e-4	SRR10002793
Viruses	10239	D	734	4	738	3.4e-4	SRR10002793
Eukaryota	2759	D	1298227	1021	1299248	0.62275	SRR10002848
Bacteria	2	D	785283	233	785516	0.37651	SRR10002848
Archaea	2157	D	802	0	802	3.8e-4	SRR10002848
Viruses	10239	D	687	40	727	3.5e-4	SRR10002848
Eukaryota	2759	D	1323078	921	1323999	0.53793	SRR10002787
Bacteria	2	D	1134298	271	1134569	0.46097	SRR10002787
Archaea	2157	D	1737	0	1737	7.1e-4	SRR10002787
Viruses	10239	D	951	11	962	3.9e-4	SRR10002787
Eukaryota	2759	D	2780491	771	2781262	0.9145	SRR10002790
Bacteria	2	D	259346	47	259393	0.08529	SRR10002790
Archaea	2157	D	454	0	454	1.5e-4	SRR10002790
Viruses	10239	D	178	0	178	6e-5	SRR10002790
Bacteria	2	D	529249	319	529568	0.8568	SRR10002837
Eukaryota	2759	D	86063	519	86582	0.14008	SRR10002837
Archaea	2157	D	1540	1	1541	0.00249	SRR10002837
Viruses	10239	D	381	2	383	6.2e-4	SRR10002837
Bacteria	2	D	989530	301	989831	0.5572	SRR10002782
Eukaryota	2759	D	783907	1011	784918	0.44185	SRR10002782
Archaea	2157	D	1101	0	1101	6.2e-4	SRR10002782
Viruses	10239	D	575	9	584	3.3e-4	SRR10002782
Bacteria	2	D	1107590	472	1108062	0.58141	SRR10002832
Eukaryota	2759	D	794202	1083	795285	0.41729	SRR10002832
Archaea	2157	D	1723	0	1723	9e-4	SRR10002832
Viruses	10239	D	724	27	751	3.9e-4	SRR10002832
Bacteria	2	D	958263	192	958455	0.68471	SRR10002796
Eukaryota	2759	D	435103	875	435978	0.31146	SRR10002796
Archaea	2157	D	4932	2	4934	0.00352	SRR10002796
Viruses	10239	D	411	9	420	3e-4	SRR10002796
Bacteria	2	D	530410	440	530850	0.93557	SRR10002834
Eukaryota	2759	D	34279	388	34667	0.0611	SRR10002834
Archaea	2157	D	1686	3	1689	0.00298	SRR10002834
Viruses	10239	D	199	0	199	3.5e-4	SRR10002834
Eukaryota	2759	D	2127377	686	2128063	0.89153	SRR10002873
Bacteria	2	D	258309	108	258417	0.10826	SRR10002873
Archaea	2157	D	197	0	197	8e-5	SRR10002873
Viruses	10239	D	255	37	292	1.2e-4	SRR10002873
Bacteria	2	D	1141371	273	1141644	0.55115	SRR10002775
Eukaryota	2759	D	922188	1334	923522	0.44585	SRR10002775
Archaea	2157	D	5553	2	5555	0.00268	SRR10002775
Viruses	10239	D	650	14	664	3.2e-4	SRR10002775
Bacteria	2	D	382375	133	382508	0.71231	SRR10002856
Eukaryota	2759	D	153092	491	153583	0.286	SRR10002856
Archaea	2157	D	635	0	635	0.00118	SRR10002856
Viruses	10239	D	267	1	268	5e-4	SRR10002856
Bacteria	2	D	986046	359	986405	0.52105	SRR10002785
Eukaryota	2759	D	903496	1035	904531	0.4778	SRR10002785
Archaea	2157	D	1552	0	1552	8.2e-4	SRR10002785
Viruses	10239	D	595	12	607	3.2e-4	SRR10002785
Bacteria	2	D	1660330	304	1660634	0.59456	SRR10002819
Eukaryota	2759	D	1127566	1455	1129021	0.40423	SRR10002819
Archaea	2157	D	2349	0	2349	8.4e-4	SRR10002819
Viruses	10239	D	1021	19	1040	3.7e-4	SRR10002819
Eukaryota	2759	D	317229	422	317651	0.55785	SRR10002842
Bacteria	2	D	250813	84	250897	0.44062	SRR10002842
Archaea	2157	D	679	0	679	0.00119	SRR10002842
Viruses	10239	D	192	3	195	3.4e-4	SRR10002842
Bacteria	2	D	2116353	409	2116762	0.57843	SRR10002820
Eukaryota	2759	D	1538250	1260	1539510	0.42069	SRR10002820
Archaea	2157	D	1926	0	1926	5.3e-4	SRR10002820
Viruses	10239	D	1307	13	1320	3.6e-4	SRR10002820
Eukaryota	2759	D	863413	955	864368	0.55553	SRR10002852
Bacteria	2	D	689114	235	689349	0.44305	SRR10002852
Archaea	2157	D	1743	0	1743	0.00112	SRR10002852
Viruses	10239	D	450	15	465	3e-4	SRR10002852
Bacteria	2	D	560044	127	560171	0.56145	SRR10002851
Eukaryota	2759	D	435241	965	436206	0.4372	SRR10002851
Archaea	2157	D	1118	0	1118	0.00112	SRR10002851
Viruses	10239	D	204	22	226	2.3e-4	SRR10002851
Eukaryota	2759	D	2298036	833	2298869	0.77509	SRR10002835
Bacteria	2	D	665320	172	665492	0.22438	SRR10002835
Archaea	2157	D	753	0	753	2.5e-4	SRR10002835
Viruses	10239	D	817	3	820	2.8e-4	SRR10002835
Bacteria	2	D	654246	392	654638	0.91584	SRR10002874
Eukaryota	2759	D	57951	722	58673	0.08208	SRR10002874
Archaea	2157	D	1280	3	1283	0.00179	SRR10002874
Viruses	10239	D	177	24	201	2.8e-4	SRR10002874
Eukaryota	2759	D	613215	583	613798	0.64373	SRR10002811
Bacteria	2	D	338750	108	338858	0.35538	SRR10002811
Archaea	2157	D	580	0	580	6.1e-4	SRR10002811
Viruses	10239	D	265	4	269	2.8e-4	SRR10002811
Eukaryota	2759	D	1275959	913	1276872	0.5194	SRR10002846
Bacteria	2	D	1179256	294	1179550	0.47981	SRR10002846
Archaea	2157	D	1002	0	1002	4.1e-4	SRR10002846
Viruses	10239	D	911	9	920	3.7e-4	SRR10002846
